round,oracle_reward,oracle_cumulative,ucb1_reward,ucb1_cumulative,ucb1_price,ucb1_regret,ucb1_cumulative_regret
336,0.5,87.5,0.0,68.30000000000003,0.7,0.5,19.200000000000006
337,0.5,88.0,0.4,68.70000000000003,0.4,0.09999999999999998,19.300000000000008
338,0.0,88.0,0.0,68.70000000000003,0.5,0.0,19.300000000000008
339,0.0,88.0,0.0,68.70000000000003,0.4,0.0,19.300000000000008
340,0.0,88.0,0.0,68.70000000000003,0.3,0.0,19.300000000000008
341,0.0,88.0,0.0,68.70000000000003,0.6,0.0,19.300000000000008
342,0.0,88.0,0.2,68.90000000000003,0.2,-0.2,19.10000000000001
343,0.0,88.0,0.0,68.90000000000003,0.9,0.0,19.10000000000001
344,0.0,88.0,0.0,68.90000000000003,0.8,0.0,19.10000000000001
345,0.5,88.5,0.0,68.90000000000003,1.0,0.5,19.60000000000001
346,0.5,89.0,0.1,69.00000000000003,0.1,0.4,20.000000000000007
347,0.0,89.0,0.2,69.20000000000003,0.2,-0.2,19.800000000000008
348,0.0,89.0,0.7,69.90000000000003,0.7,-0.7,19.10000000000001
349,0.5,89.5,0.0,69.90000000000003,0.7,0.5,19.60000000000001
350,0.5,90.0,0.5,70.40000000000003,0.5,0.0,19.60000000000001
351,0.5,90.5,0.4,70.80000000000004,0.4,0.09999999999999998,19.70000000000001
352,0.5,91.0,0.0,70.80000000000004,0.5,0.5,20.20000000000001
353,0.0,91.0,0.6,71.40000000000003,0.6,-0.6,19.60000000000001
354,0.0,91.0,0.0,71.40000000000003,0.6,0.0,19.60000000000001
355,0.5,91.5,0.3,71.70000000000003,0.3,0.2,19.800000000000008
356,0.0,91.5,0.4,72.10000000000004,0.4,-0.4,19.40000000000001
357,0.5,92.0,0.0,72.10000000000004,0.8,0.5,19.90000000000001
358,0.5,92.5,0.0,72.10000000000004,0.9,0.5,20.40000000000001
359,0.5,93.0,0.4,72.50000000000004,0.4,0.09999999999999998,20.50000000000001
360,0.0,93.0,0.7,73.20000000000005,0.7,-0.7,19.80000000000001
361,0.5,93.5,0.0,73.20000000000005,0.7,0.5,20.30000000000001
362,0.0,93.5,0.2,73.40000000000005,0.2,-0.2,20.100000000000012
363,0.5,94.0,0.3,73.70000000000005,0.3,0.2,20.30000000000001
364,0.5,94.5,0.4,74.10000000000005,0.4,0.09999999999999998,20.400000000000013
365,0.0,94.5,0.1,74.20000000000005,0.1,-0.1,20.30000000000001
366,0.5,95.0,0.4,74.60000000000005,0.4,0.09999999999999998,20.400000000000013
367,0.5,95.5,0.6,75.20000000000005,0.6,-0.09999999999999998,20.30000000000001
368,0.0,95.5,0.0,75.20000000000005,0.6,0.0,20.30000000000001
369,0.0,95.5,0.0,75.20000000000005,1.0,0.0,20.30000000000001
370,0.0,95.5,0.3,75.50000000000004,0.3,-0.3,20.00000000000001
371,0.0,95.5,0.0,75.50000000000004,0.5,0.0,20.00000000000001
372,0.0,95.5,0.4,75.90000000000005,0.4,-0.4,19.600000000000012
373,0.5,96.0,0.0,75.90000000000005,0.7,0.5,20.100000000000012
374,0.0,96.0,0.2,76.10000000000005,0.2,-0.2,19.900000000000013
375,0.0,96.0,0.8,76.90000000000005,0.8,-0.8,19.100000000000012
376,0.5,96.5,0.0,76.90000000000005,0.8,0.5,19.600000000000012
377,0.0,96.5,0.4,77.30000000000005,0.4,-0.4,19.200000000000014
378,0.5,97.0,0.3,77.60000000000005,0.3,0.2,19.400000000000013
379,0.0,97.0,0.4,78.00000000000006,0.4,-0.4,19.000000000000014
380,0.0,97.0,0.0,78.00000000000006,0.9,0.0,19.000000000000014
381,0.5,97.5,0.0,78.00000000000006,0.8,0.5,19.500000000000014
382,0.5,98.0,0.4,78.40000000000006,0.4,0.09999999999999998,19.600000000000016
383,0.5,98.5,0.0,78.40000000000006,0.6,0.5,20.100000000000016
384,0.5,99.0,0.1,78.50000000000006,0.1,0.4,20.500000000000014
385,0.5,99.5,0.3,78.80000000000005,0.3,0.2,20.700000000000014
386,0.0,99.5,0.2,79.00000000000006,0.2,-0.2,20.500000000000014
387,0.0,99.5,0.0,79.00000000000006,0.4,0.0,20.500000000000014
388,0.5,100.0,0.5,79.50000000000006,0.5,0.0,20.500000000000014
389,0.5,100.5,0.0,79.50000000000006,0.5,0.5,21.000000000000014
390,0.5,101.0,0.0,79.50000000000006,0.7,0.5,21.500000000000014
391,0.0,101.0,0.0,79.50000000000006,0.3,0.0,21.500000000000014
392,0.0,101.0,0.0,79.50000000000006,1.0,0.0,21.500000000000014
393,0.5,101.5,0.2,79.70000000000006,0.2,0.3,21.800000000000015
394,0.0,101.5,0.0,79.70000000000006,0.8,0.0,21.800000000000015
395,0.5,102.0,0.6,80.30000000000005,0.6,-0.09999999999999998,21.700000000000014
396,0.5,102.5,0.0,80.30000000000005,0.6,0.5,22.200000000000014
397,0.0,102.5,0.0,80.30000000000005,0.9,0.0,22.200000000000014
398,0.5,103.0,0.4,80.70000000000006,0.4,0.09999999999999998,22.300000000000015
399,0.5,103.5,0.1,80.80000000000005,0.1,0.4,22.700000000000014
400,0.0,103.5,0.0,80.80000000000005,0.5,0.0,22.700000000000014
401,0.5,104.0,0.0,80.80000000000005,0.4,0.5,23.200000000000014
402,0.5,104.5,0.0,80.80000000000005,0.2,0.5,23.700000000000014
403,0.5,105.0,0.3,81.10000000000005,0.3,0.2,23.900000000000013
404,0.0,105.0,0.0,81.10000000000005,0.7,0.0,23.900000000000013
405,0.5,105.5,0.0,81.10000000000005,0.6,0.5,24.400000000000013
406,0.0,105.5,0.8,81.90000000000005,0.8,-0.8,23.600000000000012
407,0.0,105.5,0.8,82.70000000000005,0.8,-0.8,22.80000000000001
408,0.5,106.0,0.0,82.70000000000005,0.8,0.5,23.30000000000001
409,0.0,106.0,0.8,83.50000000000004,0.8,-0.8,22.50000000000001
410,0.0,106.0,0.0,83.50000000000004,0.8,0.0,22.50000000000001
411,0.5,106.5,0.0,83.50000000000004,0.3,0.5,23.00000000000001
412,0.5,107.0,0.0,83.50000000000004,0.8,0.5,23.50000000000001
413,0.5,107.5,0.0,83.50000000000004,0.1,0.5,24.00000000000001
414,0.5,108.0,0.0,83.50000000000004,0.9,0.5,24.50000000000001
415,0.0,108.0,0.4,83.90000000000005,0.4,-0.4,24.100000000000012
416,0.0,108.0,0.0,83.90000000000005,1.0,0.0,24.100000000000012
417,0.0,108.0,0.0,83.90000000000005,0.5,0.0,24.100000000000012
418,0.5,108.5,0.4,84.30000000000005,0.4,0.09999999999999998,24.200000000000014
419,0.5,109.0,0.6,84.90000000000005,0.6,-0.09999999999999998,24.100000000000012
420,0.5,109.5,0.0,84.90000000000005,0.6,0.5,24.600000000000012
421,0.5,110.0,0.4,85.30000000000005,0.4,0.09999999999999998,24.700000000000014
422,0.0,110.0,0.0,85.30000000000005,0.2,0.0,24.700000000000014
423,0.0,110.0,0.0,85.30000000000005,0.7,0.0,24.700000000000014
424,0.0,110.0,0.4,85.70000000000006,0.4,-0.4,24.300000000000015
425,0.5,110.5,0.3,86.00000000000006,0.3,0.2,24.500000000000014
426,0.0,110.5,0.0,86.00000000000006,0.4,0.0,24.500000000000014
427,0.5,111.0,0.8,86.80000000000005,0.8,-0.30000000000000004,24.200000000000014
428,0.0,111.0,0.0,86.80000000000005,0.8,0.0,24.200000000000014
429,0.0,111.0,0.8,87.60000000000005,0.8,-0.8,23.400000000000013
430,0.0,111.0,0.0,87.60000000000005,0.8,0.0,23.400000000000013
431,0.5,111.5,0.0,87.60000000000005,0.6,0.5,23.900000000000013
432,0.5,112.0,0.3,87.90000000000005,0.3,0.2,24.100000000000012
433,0.0,112.0,0.5,88.40000000000005,0.5,-0.5,23.600000000000012
434,0.0,112.0,0.0,88.40000000000005,0.5,0.0,23.600000000000012
435,0.5,112.5,0.0,88.40000000000005,0.9,0.5,24.100000000000012
436,0.0,112.5,0.1,88.50000000000004,0.1,-0.1,24.00000000000001
437,0.5,113.0,0.0,88.50000000000004,0.8,0.5,24.50000000000001
438,0.5,113.5,0.0,88.50000000000004,0.3,0.5,25.00000000000001
439,0.0,113.5,0.2,88.70000000000005,0.2,-0.2,24.80000000000001
440,0.0,113.5,0.0,88.70000000000005,1.0,0.0,24.80000000000001
441,0.5,114.0,0.0,88.70000000000005,0.4,0.5,25.30000000000001
442,0.0,114.0,0.0,88.70000000000005,0.7,0.0,25.30000000000001
443,0.0,114.0,0.0,88.70000000000005,0.6,0.0,25.30000000000001
444,0.5,114.5,0.5,89.20000000000005,0.5,0.0,25.30000000000001
445,0.5,115.0,0.0,89.20000000000005,0.5,0.5,25.80000000000001
446,0.5,115.5,0.2,89.40000000000005,0.2,0.3,26.100000000000012
447,0.5,116.0,0.1,89.50000000000004,0.1,0.4,26.50000000000001
448,0.0,116.0,0.8,90.30000000000004,0.8,-0.8,25.70000000000001
449,0.0,116.0,0.0,90.30000000000004,0.8,0.0,25.70000000000001
450,0.5,116.5,0.0,90.30000000000004,0.9,0.5,26.20000000000001
451,0.5,117.0,0.3,90.60000000000004,0.3,0.2,26.40000000000001
452,0.0,117.0,0.4,91.00000000000004,0.4,-0.4,26.00000000000001
453,0.5,117.5,0.4,91.40000000000005,0.4,0.09999999999999998,26.100000000000012
454,0.0,117.5,0.0,91.40000000000005,0.8,0.0,26.100000000000012
455,0.0,117.5,0.2,91.60000000000005,0.2,-0.2,25.900000000000013
456,0.0,117.5,0.0,91.60000000000005,0.7,0.0,25.900000000000013
457,0.0,117.5,0.4,92.00000000000006,0.4,-0.4,25.500000000000014
458,0.0,117.5,0.0,92.00000000000006,0.3,0.0,25.500000000000014
459,0.0,117.5,0.6,92.60000000000005,0.6,-0.6,24.900000000000013
460,0.0,117.5,0.0,92.60000000000005,0.6,0.0,24.900000000000013
461,0.5,118.0,0.5,93.10000000000005,0.5,0.0,24.900000000000013
462,0.5,118.5,0.0,93.10000000000005,0.5,0.5,25.400000000000013
463,0.5,119.0,0.4,93.50000000000006,0.4,0.09999999999999998,25.500000000000014
464,0.5,119.5,0.0,93.50000000000006,1.0,0.5,26.000000000000014
465,0.0,119.5,0.0,93.50000000000006,0.4,0.0,26.000000000000014
466,0.0,119.5,0.1,93.60000000000005,0.1,-0.1,25.900000000000013
467,0.5,120.0,0.2,93.80000000000005,0.2,0.3,26.200000000000014
468,0.0,120.0,0.8,94.60000000000005,0.8,-0.8,25.400000000000013
469,0.5,120.5,0.0,94.60000000000005,0.8,0.5,25.900000000000013
470,0.0,120.5,0.0,94.60000000000005,0.9,0.0,25.900000000000013
471,0.5,121.0,0.6,95.20000000000005,0.6,-0.09999999999999998,25.80000000000001
472,0.0,121.0,0.6,95.80000000000004,0.6,-0.6,25.20000000000001
473,0.5,121.5,0.0,95.80000000000004,0.6,0.5,25.70000000000001
474,0.5,122.0,0.3,96.10000000000004,0.3,0.2,25.90000000000001
475,0.5,122.5,0.0,96.10000000000004,0.8,0.5,26.40000000000001
476,0.0,122.5,0.5,96.60000000000004,0.5,-0.5,25.90000000000001
477,0.5,123.0,0.5,97.10000000000004,0.5,0.0,25.90000000000001
478,0.5,123.5,0.5,97.60000000000004,0.5,0.0,25.90000000000001
479,0.5,124.0,0.0,97.60000000000004,0.5,0.5,26.40000000000001
480,0.5,124.5,0.7,98.30000000000004,0.7,-0.19999999999999996,26.20000000000001
481,0.5,125.0,0.0,98.30000000000004,0.7,0.5,26.70000000000001
482,0.0,125.0,0.2,98.50000000000004,0.2,-0.2,26.50000000000001
483,0.5,125.5,0.0,98.50000000000004,0.4,0.5,27.00000000000001
484,0.5,126.0,0.0,98.50000000000004,0.6,0.5,27.50000000000001
485,0.5,126.5,0.3,98.80000000000004,0.3,0.2,27.70000000000001
486,0.0,126.5,0.1,98.90000000000003,0.1,-0.1,27.60000000000001
487,0.0,126.5,0.0,98.90000000000003,0.7,0.0,27.60000000000001
488,0.5,127.0,0.3,99.20000000000003,0.3,0.2,27.800000000000008
489,0.5,127.5,0.0,99.20000000000003,1.0,0.5,28.300000000000008
490,0.0,127.5,0.2,99.40000000000003,0.2,-0.2,28.10000000000001
491,0.5,128.0,0.0,99.40000000000003,0.5,0.5,28.60000000000001
492,0.0,128.0,0.0,99.40000000000003,0.8,0.0,28.60000000000001
493,0.0,128.0,0.0,99.40000000000003,0.9,0.0,28.60000000000001
494,0.0,128.0,0.3,99.70000000000003,0.3,-0.3,28.300000000000008
495,0.0,128.0,0.4,100.10000000000004,0.4,-0.4,27.90000000000001
496,0.5,128.5,0.6,100.70000000000003,0.6,-0.09999999999999998,27.800000000000008
497,0.0,128.5,0.0,100.70000000000003,0.6,0.0,27.800000000000008
498,0.5,129.0,0.0,100.70000000000003,0.4,0.5,28.300000000000008
499,0.5,129.5,0.3,101.00000000000003,0.3,0.2,28.500000000000007
500,0.5,130.0,0.2,101.20000000000003,0.2,0.3,28.800000000000008
501,0.5,130.5,0.1,101.30000000000003,0.1,0.4,29.200000000000006
502,0.0,130.5,0.0,101.30000000000003,0.7,0.0,29.200000000000006
503,0.5,131.0,0.3,101.60000000000002,0.3,0.2,29.400000000000006
504,0.5,131.5,0.0,101.60000000000002,0.8,0.5,29.900000000000006
505,0.0,131.5,0.0,101.60000000000002,0.6,0.0,29.900000000000006
506,0.5,132.0,0.5,102.10000000000002,0.5,0.0,29.900000000000006
507,0.5,132.5,0.5,102.60000000000002,0.5,0.0,29.900000000000006
508,0.5,133.0,0.5,103.10000000000002,0.5,0.0,29.900000000000006
509,0.5,133.5,0.5,103.60000000000002,0.5,0.0,29.900000000000006
510,0.5,134.0,0.5,104.10000000000002,0.5,0.0,29.900000000000006
511,0.0,134.0,0.5,104.60000000000002,0.5,-0.5,29.400000000000006
512,0.5,134.5,0.5,105.10000000000002,0.5,0.0,29.400000000000006
513,0.5,135.0,0.0,105.10000000000002,0.5,0.5,29.900000000000006
514,0.0,135.0,0.0,105.10000000000002,0.2,0.0,29.900000000000006
515,0.0,135.0,0.0,105.10000000000002,0.4,0.0,29.900000000000006
516,0.0,135.0,0.3,105.40000000000002,0.3,-0.3,29.600000000000005
517,0.5,135.5,0.0,105.40000000000002,0.9,0.5,30.100000000000005
518,0.5,136.0,0.0,105.40000000000002,1.0,0.5,30.600000000000005
519,0.0,136.0,0.5,105.90000000000002,0.5,-0.5,30.100000000000005
520,0.5,136.5,0.0,105.90000000000002,0.5,0.5,30.600000000000005
521,0.0,136.5,0.3,106.20000000000002,0.3,-0.3,30.300000000000004
522,0.5,137.0,0.1,106.30000000000001,0.1,0.4,30.700000000000003
523,0.5,137.5,0.0,106.30000000000001,0.8,0.5,31.200000000000003
524,0.5,138.0,0.0,106.30000000000001,0.6,0.5,31.700000000000003
525,0.0,138.0,0.0,106.30000000000001,0.3,0.0,31.700000000000003
526,0.0,138.0,0.0,106.30000000000001,0.7,0.0,31.700000000000003
527,0.0,138.0,0.0,106.30000000000001,0.4,0.0,31.700000000000003
528,0.0,138.0,0.5,106.80000000000001,0.5,-0.5,31.200000000000003
529,0.5,138.5,0.5,107.30000000000001,0.5,0.0,31.200000000000003
530,0.5,139.0,0.0,107.30000000000001,0.5,0.5,31.700000000000003
531,0.5,139.5,0.2,107.50000000000001,0.2,0.3,32.0
532,0.5,140.0,0.0,107.50000000000001,0.9,0.5,32.5
533,0.5,140.5,0.1,107.60000000000001,0.1,0.4,32.9
534,0.5,141.0,0.0,107.60000000000001,0.8,0.5,33.4
535,0.5,141.5,0.0,107.60000000000001,0.6,0.5,33.9
536,0.5,142.0,0.0,107.60000000000001,0.3,0.5,34.4
537,0.0,142.0,0.2,107.80000000000001,0.2,-0.2,34.199999999999996
538,0.0,142.0,0.0,107.80000000000001,1.0,0.0,34.199999999999996
539,0.0,142.0,0.4,108.20000000000002,0.4,-0.4,33.8
540,0.5,142.5,0.5,108.70000000000002,0.5,0.0,33.8
541,0.5,143.0,0.0,108.70000000000002,0.5,0.5,34.3
542,0.0,143.0,0.0,108.70000000000002,0.7,0.0,34.3
543,0.5,143.5,0.0,108.70000000000002,0.4,0.5,34.8
544,0.5,144.0,0.2,108.90000000000002,0.2,0.3,35.099999999999994
545,0.0,144.0,0.1,109.00000000000001,0.1,-0.1,34.99999999999999
546,0.0,144.0,0.8,109.80000000000001,0.8,-0.8,34.199999999999996
547,0.5,144.5,0.0,109.80000000000001,0.8,0.5,34.699999999999996
548,0.5,145.0,0.0,109.80000000000001,0.6,0.5,35.199999999999996
549,0.5,145.5,0.0,109.80000000000001,0.9,0.5,35.699999999999996
550,0.5,146.0,0.3,110.10000000000001,0.3,0.2,35.9
551,0.5,146.5,0.5,110.60000000000001,0.5,0.0,35.9
552,0.5,147.0,0.5,111.10000000000001,0.5,0.0,35.9
553,0.5,147.5,0.5,111.60000000000001,0.5,0.0,35.9
554,0.5,148.0,0.0,111.60000000000001,0.5,0.5,36.4
555,0.0,148.0,0.0,111.60000000000001,0.8,0.0,36.4
556,0.0,148.0,0.4,112.00000000000001,0.4,-0.4,36.0
557,0.0,148.0,0.2,112.20000000000002,0.2,-0.2,35.8
558,0.5,148.5,0.4,112.60000000000002,0.4,0.09999999999999998,35.9
559,0.5,149.0,0.3,112.90000000000002,0.3,0.2,36.1
560,0.5,149.5,0.0,112.90000000000002,0.4,0.5,36.6
561,0.0,149.5,0.0,112.90000000000002,0.7,0.0,36.6
562,0.0,149.5,0.0,112.90000000000002,1.0,0.0,36.6
563,0.0,149.5,0.0,112.90000000000002,0.3,0.0,36.6
564,0.0,149.5,0.6,113.50000000000001,0.6,-0.6,36.0
565,0.5,150.0,0.0,113.50000000000001,0.6,0.5,36.5
566,0.0,150.0,0.5,114.00000000000001,0.5,-0.5,36.0
567,0.0,150.0,0.0,114.00000000000001,0.5,0.0,36.0
568,0.5,150.5,0.1,114.10000000000001,0.1,0.4,36.4
569,0.0,150.5,0.2,114.30000000000001,0.2,-0.2,36.199999999999996
570,0.5,151.0,0.0,114.30000000000001,0.8,0.5,36.699999999999996
571,0.5,151.5,0.0,114.30000000000001,0.9,0.5,37.199999999999996
572,0.0,151.5,0.4,114.70000000000002,0.4,-0.4,36.8
573,0.5,152.0,0.6,115.30000000000001,0.6,-0.09999999999999998,36.699999999999996
574,0.5,152.5,0.0,115.30000000000001,0.6,0.5,37.199999999999996
575,0.5,153.0,0.0,115.30000000000001,0.4,0.5,37.699999999999996
576,0.0,153.0,0.0,115.30000000000001,0.2,0.0,37.699999999999996
577,0.5,153.5,0.5,115.80000000000001,0.5,0.0,37.699999999999996
578,0.0,153.5,0.5,116.30000000000001,0.5,-0.5,37.199999999999996
579,0.0,153.5,0.5,116.80000000000001,0.5,-0.5,36.699999999999996
580,0.0,153.5,0.0,116.80000000000001,0.5,0.0,36.699999999999996
581,0.5,154.0,0.0,116.80000000000001,0.7,0.5,37.199999999999996
582,0.0,154.0,0.3,117.10000000000001,0.3,-0.3,36.9
583,0.0,154.0,0.1,117.2,0.1,-0.1,36.8
584,0.5,154.5,0.8,118.0,0.8,-0.30000000000000004,36.5
585,0.0,154.5,0.0,118.0,0.8,0.0,36.5
586,0.0,154.5,0.6,118.6,0.6,-0.6,35.9
587,0.0,154.5,0.0,118.6,0.6,0.0,35.9
588,0.0,154.5,0.3,118.89999999999999,0.3,-0.3,35.6
589,0.0,154.5,0.0,118.89999999999999,0.8,0.0,35.6
590,0.0,154.5,0.0,118.89999999999999,1.0,0.0,35.6
591,0.5,155.0,0.5,119.39999999999999,0.5,0.0,35.6
592,0.0,155.0,0.0,119.39999999999999,0.5,0.0,35.6
593,0.0,155.0,0.0,119.39999999999999,0.3,0.0,35.6
594,0.5,155.5,0.4,119.8,0.4,0.09999999999999998,35.7
595,0.0,155.5,0.4,120.2,0.4,-0.4,35.300000000000004
596,0.5,156.0,0.0,120.2,0.9,0.5,35.800000000000004
597,0.0,156.0,0.0,120.2,0.4,0.0,35.800000000000004
598,0.0,156.0,0.0,120.2,0.2,0.0,35.800000000000004
599,0.0,156.0,0.6,120.8,0.6,-0.6,35.2
600,0.0,156.0,0.0,120.8,0.6,0.0,35.2
601,0.0,156.0,0.1,120.89999999999999,0.1,-0.1,35.1
602,0.0,156.0,0.0,120.89999999999999,0.7,0.0,35.1
603,0.0,156.0,0.0,120.89999999999999,0.5,0.0,35.1
604,0.0,156.0,0.0,120.89999999999999,0.8,0.0,35.1
605,0.0,156.0,0.0,120.89999999999999,0.6,0.0,35.1
606,0.0,156.0,0.0,120.89999999999999,0.3,0.0,35.1
607,0.0,156.0,0.4,121.3,0.4,-0.4,34.7
608,0.5,156.5,0.0,121.3,0.4,0.5,35.2
609,0.5,157.0,0.2,121.5,0.2,0.3,35.5
610,0.0,157.0,0.0,121.5,0.9,0.0,35.5
611,0.5,157.5,0.0,121.5,1.0,0.5,36.0
612,0.5,158.0,0.1,121.6,0.1,0.4,36.4
613,0.0,158.0,0.0,121.6,0.5,0.0,36.4
614,0.5,158.5,0.0,121.6,0.8,0.5,36.9
615,0.5,159.0,0.0,121.6,0.7,0.5,37.4
616,0.0,159.0,0.6,122.19999999999999,0.6,-0.6,36.8
617,0.0,159.0,0.6,122.79999999999998,0.6,-0.6,36.199999999999996
618,0.5,159.5,0.0,122.79999999999998,0.6,0.5,36.699999999999996
619,0.5,160.0,0.3,123.09999999999998,0.3,0.2,36.9
620,0.0,160.0,0.2,123.29999999999998,0.2,-0.2,36.699999999999996
621,0.0,160.0,0.0,123.29999999999998,0.6,0.0,36.699999999999996
622,0.0,160.0,0.4,123.69999999999999,0.4,-0.4,36.3
623,0.0,160.0,0.4,124.1,0.4,-0.4,35.9
624,0.5,160.5,0.0,124.1,0.3,0.5,36.4
625,0.0,160.5,0.4,124.5,0.4,-0.4,36.0
626,0.0,160.5,0.0,124.5,0.5,0.0,36.0
627,0.5,161.0,0.4,124.9,0.4,0.09999999999999998,36.1
628,0.0,161.0,0.0,124.9,0.1,0.0,36.1
629,0.0,161.0,0.4,125.30000000000001,0.4,-0.4,35.7
630,0.5,161.5,0.0,125.30000000000001,0.8,0.5,36.2
631,0.5,162.0,0.2,125.50000000000001,0.2,0.3,36.5
632,0.5,162.5,0.4,125.90000000000002,0.4,0.09999999999999998,36.6
633,0.5,163.0,0.4,126.30000000000003,0.4,0.09999999999999998,36.7
634,0.0,163.0,0.9,127.20000000000003,0.9,-0.9,35.800000000000004
635,0.0,163.0,0.0,127.20000000000003,0.9,0.0,35.800000000000004
636,0.5,163.5,0.0,127.20000000000003,0.9,0.5,36.300000000000004
637,0.0,163.5,0.0,127.20000000000003,0.4,0.0,36.300000000000004
638,0.0,163.5,0.7,127.90000000000003,0.7,-0.7,35.6
639,0.0,163.5,0.7,128.60000000000002,0.7,-0.7,34.9
640,0.0,163.5,0.0,128.60000000000002,0.7,0.0,34.9
641,0.0,163.5,0.7,129.3,0.7,-0.7,34.199999999999996
642,0.0,163.5,0.0,129.3,0.7,0.0,34.199999999999996
643,0.0,163.5,0.0,129.3,0.7,0.0,34.199999999999996
644,0.0,163.5,0.0,129.3,1.0,0.0,34.199999999999996
645,0.5,164.0,0.6,129.9,0.6,-0.09999999999999998,34.099999999999994
646,0.5,164.5,0.0,129.9,0.6,0.5,34.599999999999994
647,0.5,165.0,0.2,130.1,0.2,0.3,34.89999999999999
648,0.5,165.5,0.5,130.6,0.5,0.0,34.89999999999999
649,0.0,165.5,0.5,131.1,0.5,-0.5,34.39999999999999
650,0.0,165.5,0.0,131.1,0.5,0.0,34.39999999999999
651,0.5,166.0,0.3,131.4,0.3,0.2,34.599999999999994
652,0.5,166.5,0.0,131.4,0.8,0.5,35.099999999999994
653,0.5,167.0,0.0,131.4,0.9,0.5,35.599999999999994
654,0.0,167.0,0.0,131.4,0.6,0.0,35.599999999999994
655,0.0,167.0,0.3,131.70000000000002,0.3,-0.3,35.3
656,0.0,167.0,0.4,132.10000000000002,0.4,-0.4,34.9
657,0.0,167.0,0.0,132.10000000000002,0.7,0.0,34.9
658,0.5,167.5,0.2,132.3,0.2,0.3,35.199999999999996
659,0.5,168.0,0.4,132.70000000000002,0.4,0.09999999999999998,35.3
660,0.0,168.0,0.1,132.8,0.1,-0.1,35.199999999999996
661,0.5,168.5,0.5,133.3,0.5,0.0,35.199999999999996
