round,oracle_reward,oracle_cumulative,ucb1_reward,ucb1_cumulative,ucb1_price,ucb1_regret,ucb1_cumulative_regret
662,0.5,169.0,0.5,133.8,0.5,0.0,35.199999999999996
663,0.0,169.0,0.0,133.8,0.5,0.0,35.199999999999996
664,0.0,169.0,0.4,134.20000000000002,0.4,-0.4,34.8
665,0.0,169.0,0.3,134.50000000000003,0.3,-0.3,34.5
666,0.0,169.0,0.0,134.50000000000003,0.4,0.0,34.5
667,0.0,169.0,0.3,134.80000000000004,0.3,-0.3,34.2
668,0.0,169.0,0.0,134.80000000000004,0.2,0.0,34.2
669,0.0,169.0,0.8,135.60000000000005,0.8,-0.8,33.400000000000006
670,0.0,169.0,0.0,135.60000000000005,0.8,0.0,33.400000000000006
671,0.5,169.5,0.6,136.20000000000005,0.6,-0.09999999999999998,33.300000000000004
672,0.0,169.5,0.6,136.80000000000004,0.6,-0.6,32.7
673,0.5,170.0,0.6,137.40000000000003,0.6,-0.09999999999999998,32.6
674,0.0,170.0,0.6,138.00000000000003,0.6,-0.6,32.0
675,0.5,170.5,0.0,138.00000000000003,0.6,0.5,32.5
676,0.0,170.5,0.0,138.00000000000003,0.6,0.0,32.5
677,0.0,170.5,0.3,138.30000000000004,0.3,-0.3,32.2
678,0.5,171.0,0.0,138.30000000000004,0.5,0.5,32.7
679,0.5,171.5,0.0,138.30000000000004,1.0,0.5,33.2
680,0.5,172.0,0.0,138.30000000000004,0.8,0.5,33.7
681,0.0,172.0,0.3,138.60000000000005,0.3,-0.3,33.400000000000006
682,0.0,172.0,0.4,139.00000000000006,0.4,-0.4,33.00000000000001
683,0.5,172.5,0.1,139.10000000000005,0.1,0.4,33.400000000000006
684,0.5,173.0,0.0,139.10000000000005,0.9,0.5,33.900000000000006
685,0.5,173.5,0.7,139.80000000000004,0.7,-0.19999999999999996,33.7
686,0.5,174.0,0.7,140.50000000000003,0.7,-0.19999999999999996,33.5
687,0.0,174.0,0.0,140.50000000000003,0.7,0.0,33.5
688,0.5,174.5,0.0,140.50000000000003,0.7,0.5,34.0
689,0.0,174.5,0.4,140.90000000000003,0.4,-0.4,33.6
690,0.0,174.5,0.0,140.90000000000003,0.4,0.0,33.6
691,0.0,174.5,0.0,140.90000000000003,0.6,0.0,33.6
692,0.5,175.0,0.3,141.20000000000005,0.3,0.2,33.800000000000004
693,0.0,175.0,0.0,141.20000000000005,0.3,0.0,33.800000000000004
694,0.0,175.0,0.0,141.20000000000005,0.5,0.0,33.800000000000004
695,0.5,175.5,0.0,141.20000000000005,0.2,0.5,34.300000000000004
696,0.0,175.5,0.0,141.20000000000005,0.8,0.0,34.300000000000004
697,0.5,176.0,0.0,141.20000000000005,0.7,0.5,34.800000000000004
698,0.0,176.0,0.1,141.30000000000004,0.1,-0.1,34.7
699,0.0,176.0,0.4,141.70000000000005,0.4,-0.4,34.300000000000004
700,0.5,176.5,0.6,142.30000000000004,0.6,-0.09999999999999998,34.2
701,0.0,176.5,0.0,142.30000000000004,0.6,0.0,34.2
702,0.0,176.5,0.0,142.30000000000004,0.4,0.0,34.2
703,0.0,176.5,0.0,142.30000000000004,0.9,0.0,34.2
704,0.0,176.5,0.0,142.30000000000004,1.0,0.0,34.2
705,0.5,177.0,0.0,142.30000000000004,0.5,0.5,34.7
706,0.0,177.0,0.3,142.60000000000005,0.3,-0.3,34.400000000000006
707,0.5,177.5,0.0,142.60000000000005,0.6,0.5,34.900000000000006
708,0.0,177.5,0.0,142.60000000000005,0.8,0.0,34.900000000000006
709,0.5,178.0,0.0,142.60000000000005,0.7,0.5,35.400000000000006
710,0.5,178.5,0.0,142.60000000000005,0.3,0.5,35.900000000000006
711,0.5,179.0,0.0,142.60000000000005,0.2,0.5,36.400000000000006
712,0.0,179.0,0.4,143.00000000000006,0.4,-0.4,36.00000000000001
713,0.0,179.0,0.1,143.10000000000005,0.1,-0.1,35.900000000000006
714,0.0,179.0,0.0,143.10000000000005,0.4,0.0,35.900000000000006
715,0.5,179.5,0.5,143.60000000000005,0.5,0.0,35.900000000000006
716,0.5,180.0,0.0,143.60000000000005,0.5,0.5,36.400000000000006
717,0.5,180.5,0.6,144.20000000000005,0.6,-0.09999999999999998,36.300000000000004
718,0.0,180.5,0.6,144.80000000000004,0.6,-0.6,35.7
719,0.5,181.0,0.0,144.80000000000004,0.6,0.5,36.2
720,0.5,181.5,0.0,144.80000000000004,0.8,0.5,36.7
721,0.0,181.5,0.0,144.80000000000004,0.9,0.0,36.7
722,0.0,181.5,0.0,144.80000000000004,0.6,0.0,36.7
723,0.5,182.0,0.0,144.80000000000004,0.3,0.5,37.2
724,0.5,182.5,0.4,145.20000000000005,0.4,0.09999999999999998,37.300000000000004
725,0.5,183.0,0.0,145.20000000000005,0.4,0.5,37.800000000000004
726,0.0,183.0,0.0,145.20000000000005,0.7,0.0,37.800000000000004
727,0.5,183.5,0.0,145.20000000000005,1.0,0.5,38.300000000000004
728,0.0,183.5,0.5,145.70000000000005,0.5,-0.5,37.800000000000004
729,0.0,183.5,0.5,146.20000000000005,0.5,-0.5,37.300000000000004
730,0.0,183.5,0.0,146.20000000000005,0.5,0.0,37.300000000000004
731,0.5,184.0,0.2,146.40000000000003,0.2,0.3,37.6
732,0.5,184.5,0.1,146.50000000000003,0.1,0.4,38.0
733,0.5,185.0,0.0,146.50000000000003,0.8,0.5,38.5
734,0.0,185.0,0.0,146.50000000000003,0.6,0.0,38.5
735,0.5,185.5,0.2,146.70000000000002,0.2,0.3,38.8
736,0.0,185.5,0.0,146.70000000000002,0.5,0.0,38.8
737,0.5,186.0,0.0,146.70000000000002,0.4,0.5,39.3
738,0.0,186.0,0.3,147.00000000000003,0.3,-0.3,39.0
739,0.0,186.0,0.0,147.00000000000003,0.9,0.0,39.0
740,0.0,186.0,0.1,147.10000000000002,0.1,-0.1,38.9
741,0.0,186.0,0.3,147.40000000000003,0.3,-0.3,38.6
742,0.5,186.5,0.7,148.10000000000002,0.7,-0.19999999999999996,38.4
743,0.5,187.0,0.0,148.10000000000002,0.7,0.5,38.9
744,0.0,187.0,0.2,148.3,0.2,-0.2,38.699999999999996
745,0.5,187.5,0.3,148.60000000000002,0.3,0.2,38.9
746,0.0,187.5,0.0,148.60000000000002,0.7,0.0,38.9
747,0.5,188.0,0.0,148.60000000000002,0.6,0.5,39.4
748,0.5,188.5,0.5,149.10000000000002,0.5,0.0,39.4
749,0.5,189.0,0.0,149.10000000000002,0.5,0.5,39.9
750,0.0,189.0,0.0,149.10000000000002,0.8,0.0,39.9
751,0.5,189.5,0.0,149.10000000000002,1.0,0.5,40.4
752,0.5,190.0,0.0,149.10000000000002,0.3,0.5,40.9
753,0.0,190.0,0.0,149.10000000000002,0.4,0.0,40.9
754,0.0,190.0,0.2,149.3,0.2,-0.2,40.699999999999996
755,0.5,190.5,0.1,149.4,0.1,0.4,41.099999999999994
756,0.5,191.0,0.5,149.9,0.5,0.0,41.099999999999994
757,0.5,191.5,0.0,149.9,0.5,0.5,41.599999999999994
758,0.5,192.0,0.0,149.9,0.9,0.5,42.099999999999994
759,0.5,192.5,0.2,150.1,0.2,0.3,42.39999999999999
760,0.0,192.5,0.0,150.1,0.6,0.0,42.39999999999999
761,0.0,192.5,0.8,150.9,0.8,-0.8,41.599999999999994
762,0.0,192.5,0.0,150.9,0.8,0.0,41.599999999999994
763,0.5,193.0,0.4,151.3,0.4,0.09999999999999998,41.699999999999996
764,0.0,193.0,0.0,151.3,0.7,0.0,41.699999999999996
765,0.5,193.5,0.0,151.3,0.8,0.5,42.199999999999996
766,0.5,194.0,0.4,151.70000000000002,0.4,0.09999999999999998,42.3
767,0.5,194.5,0.3,152.00000000000003,0.3,0.2,42.5
768,0.0,194.5,0.0,152.00000000000003,0.4,0.0,42.5
769,0.5,195.0,0.2,152.20000000000002,0.2,0.3,42.8
770,0.0,195.0,0.0,152.20000000000002,0.5,0.0,42.8
771,0.5,195.5,0.3,152.50000000000003,0.3,0.2,43.0
772,0.0,195.5,0.1,152.60000000000002,0.1,-0.1,42.9
773,0.0,195.5,0.3,152.90000000000003,0.3,-0.3,42.6
774,0.5,196.0,0.6,153.50000000000003,0.6,-0.09999999999999998,42.5
775,0.0,196.0,0.0,153.50000000000003,0.6,0.0,42.5
776,0.0,196.0,0.0,153.50000000000003,1.0,0.0,42.5
777,0.5,196.5,0.2,153.70000000000002,0.2,0.3,42.8
778,0.5,197.0,0.0,153.70000000000002,0.3,0.5,43.3
779,0.5,197.5,0.4,154.10000000000002,0.4,0.09999999999999998,43.4
780,0.5,198.0,0.0,154.10000000000002,0.8,0.5,43.9
781,0.5,198.5,0.4,154.50000000000003,0.4,0.09999999999999998,44.0
782,0.0,198.5,0.0,154.50000000000003,0.9,0.0,44.0
783,0.0,198.5,0.4,154.90000000000003,0.4,-0.4,43.6
784,0.0,198.5,0.0,154.90000000000003,0.7,0.0,43.6
785,0.5,199.0,0.4,155.30000000000004,0.4,0.09999999999999998,43.7
786,0.5,199.5,0.6,155.90000000000003,0.6,-0.09999999999999998,43.6
787,0.0,199.5,0.6,156.50000000000003,0.6,-0.6,43.0
788,0.0,199.5,0.0,156.50000000000003,0.6,0.0,43.0
789,0.5,200.0,0.4,156.90000000000003,0.4,0.09999999999999998,43.1
790,0.0,200.0,0.0,156.90000000000003,0.5,0.0,43.1
791,0.5,200.5,0.4,157.30000000000004,0.4,0.09999999999999998,43.2
792,0.5,201.0,0.4,157.70000000000005,0.4,0.09999999999999998,43.300000000000004
793,0.5,201.5,0.6,158.30000000000004,0.6,-0.09999999999999998,43.2
794,0.0,201.5,0.0,158.30000000000004,0.6,0.0,43.2
795,0.5,202.0,0.0,158.30000000000004,0.4,0.5,43.7
796,0.5,202.5,0.2,158.50000000000003,0.2,0.3,44.0
797,0.5,203.0,0.0,158.50000000000003,0.1,0.5,44.5
798,0.5,203.5,0.0,158.50000000000003,0.6,0.5,45.0
799,0.5,204.0,0.0,158.50000000000003,0.3,0.5,45.5
800,0.5,204.5,0.8,159.30000000000004,0.8,-0.30000000000000004,45.2
801,0.0,204.5,0.0,159.30000000000004,0.8,0.0,45.2
802,0.5,205.0,0.0,159.30000000000004,0.8,0.5,45.7
803,0.5,205.5,0.2,159.50000000000003,0.2,0.3,46.0
804,0.0,205.5,0.0,159.50000000000003,0.5,0.0,46.0
805,0.5,206.0,0.4,159.90000000000003,0.4,0.09999999999999998,46.1
806,0.5,206.5,0.0,159.90000000000003,0.7,0.5,46.6
807,0.5,207.0,0.0,159.90000000000003,0.4,0.5,47.1
808,0.0,207.0,0.0,159.90000000000003,1.0,0.0,47.1
809,0.0,207.0,0.0,159.90000000000003,0.9,0.0,47.1
810,0.5,207.5,0.2,160.10000000000002,0.2,0.3,47.4
811,0.5,208.0,0.6,160.70000000000002,0.6,-0.09999999999999998,47.3
812,0.0,208.0,0.0,160.70000000000002,0.6,0.0,47.3
813,0.5,208.5,0.0,160.70000000000002,0.3,0.5,47.8
814,0.5,209.0,0.0,160.70000000000002,0.5,0.5,48.3
815,0.5,209.5,0.1,160.8,0.1,0.4,48.699999999999996
816,0.5,210.0,0.0,160.8,0.8,0.5,49.199999999999996
817,0.0,210.0,0.4,161.20000000000002,0.4,-0.4,48.8
818,0.0,210.0,0.2,161.4,0.2,-0.2,48.599999999999994
819,0.0,210.0,0.0,161.4,0.4,0.0,48.599999999999994
820,0.5,210.5,0.0,161.4,0.6,0.5,49.099999999999994
821,0.0,210.5,0.0,161.4,0.7,0.0,49.099999999999994
822,0.0,210.5,0.2,161.6,0.2,-0.2,48.89999999999999
823,0.0,210.5,0.0,161.6,0.9,0.0,48.89999999999999
824,0.5,211.0,0.5,162.1,0.5,0.0,48.89999999999999
825,0.5,211.5,0.5,162.6,0.5,0.0,48.89999999999999
826,0.0,211.5,0.0,162.6,0.5,0.0,48.89999999999999
827,0.0,211.5,0.3,162.9,0.3,-0.3,48.599999999999994
828,0.5,212.0,0.0,162.9,0.8,0.5,49.099999999999994
829,0.0,212.0,0.1,163.0,0.1,-0.1,48.99999999999999
830,0.0,212.0,0.4,163.4,0.4,-0.4,48.599999999999994
831,0.0,212.0,0.0,163.4,1.0,0.0,48.599999999999994
832,0.0,212.0,0.4,163.8,0.4,-0.4,48.199999999999996
833,0.0,212.0,0.6,164.4,0.6,-0.6,47.599999999999994
834,0.0,212.0,0.6,165.0,0.6,-0.6,46.99999999999999
835,0.0,212.0,0.6,165.6,0.6,-0.6,46.39999999999999
836,0.5,212.5,0.0,165.6,0.6,0.5,46.89999999999999
837,0.0,212.5,0.0,165.6,0.6,0.0,46.89999999999999
838,0.5,213.0,0.4,166.0,0.4,0.09999999999999998,46.99999999999999
839,0.5,213.5,0.0,166.0,0.3,0.5,47.49999999999999
840,0.0,213.5,0.0,166.0,0.4,0.0,47.49999999999999
841,0.5,214.0,0.2,166.2,0.2,0.3,47.79999999999999
842,0.0,214.0,0.0,166.2,0.5,0.0,47.79999999999999
843,0.5,214.5,0.0,166.2,0.7,0.5,48.29999999999999
844,0.0,214.5,0.6,166.79999999999998,0.6,-0.6,47.69999999999999
845,0.0,214.5,0.0,166.79999999999998,0.6,0.0,47.69999999999999
846,0.0,214.5,0.0,166.79999999999998,0.2,0.0,47.69999999999999
847,0.5,215.0,0.0,166.79999999999998,0.8,0.5,48.19999999999999
848,0.5,215.5,0.4,167.2,0.4,0.09999999999999998,48.29999999999999
849,0.5,216.0,0.1,167.29999999999998,0.1,0.4,48.69999999999999
850,0.0,216.0,0.0,167.29999999999998,0.4,0.0,48.69999999999999
851,0.5,216.5,0.0,167.29999999999998,0.9,0.5,49.19999999999999
852,0.0,216.5,0.3,167.6,0.3,-0.3,48.89999999999999
853,0.5,217.0,0.5,168.1,0.5,0.0,48.89999999999999
854,0.0,217.0,0.5,168.6,0.5,-0.5,48.39999999999999
855,0.0,217.0,0.0,168.6,0.5,0.0,48.39999999999999
856,0.0,217.0,0.6,169.2,0.6,-0.6,47.79999999999999
857,0.0,217.0,0.0,169.2,0.6,0.0,47.79999999999999
858,0.5,217.5,0.3,169.5,0.3,0.2,47.99999999999999
859,0.0,217.5,0.3,169.8,0.3,-0.3,47.699999999999996
860,0.5,218.0,0.0,169.8,1.0,0.5,48.199999999999996
861,0.0,218.0,0.6,170.4,0.6,-0.6,47.599999999999994
862,0.5,218.5,0.0,170.4,0.6,0.5,48.099999999999994
863,0.0,218.5,0.5,170.9,0.5,-0.5,47.599999999999994
864,0.0,218.5,0.5,171.4,0.5,-0.5,47.099999999999994
865,0.5,219.0,0.5,171.9,0.5,0.0,47.099999999999994
866,0.0,219.0,0.0,171.9,0.5,0.0,47.099999999999994
867,0.0,219.0,0.0,171.9,0.7,0.0,47.099999999999994
868,0.5,219.5,0.0,171.9,0.4,0.5,47.599999999999994
869,0.5,220.0,0.3,172.20000000000002,0.3,0.2,47.8
870,0.0,220.0,0.8,173.00000000000003,0.8,-0.8,47.0
871,0.0,220.0,0.0,173.00000000000003,0.8,0.0,47.0
872,0.5,220.5,0.0,173.00000000000003,0.8,0.5,47.5
873,0.0,220.5,0.2,173.20000000000002,0.2,-0.2,47.3
874,0.0,220.5,0.1,173.3,0.1,-0.1,47.199999999999996
875,0.0,220.5,0.5,173.8,0.5,-0.5,46.699999999999996
876,0.5,221.0,0.5,174.3,0.5,0.0,46.699999999999996
877,0.5,221.5,0.5,174.8,0.5,0.0,46.699999999999996
878,0.0,221.5,0.0,174.8,0.5,0.0,46.699999999999996
879,0.0,221.5,0.3,175.10000000000002,0.3,-0.3,46.4
880,0.0,221.5,0.6,175.70000000000002,0.6,-0.6,45.8
881,0.5,222.0,0.6,176.3,0.6,-0.09999999999999998,45.699999999999996
882,0.0,222.0,0.6,176.9,0.6,-0.6,45.099999999999994
883,0.0,222.0,0.6,177.5,0.6,-0.6,44.49999999999999
884,0.5,222.5,0.0,177.5,0.6,0.5,44.99999999999999
885,0.0,222.5,0.0,177.5,0.6,0.0,44.99999999999999
886,0.5,223.0,0.0,177.5,0.3,0.5,45.49999999999999
887,0.0,223.0,0.0,177.5,0.9,0.0,45.49999999999999
888,0.0,223.0,0.6,178.1,0.6,-0.6,44.89999999999999
889,0.0,223.0,0.6,178.7,0.6,-0.6,44.29999999999999
890,0.5,223.5,0.0,178.7,0.6,0.5,44.79999999999999
891,0.5,224.0,0.0,178.7,0.5,0.5,45.29999999999999
892,0.5,224.5,0.2,178.89999999999998,0.2,0.3,45.59999999999999
893,0.0,224.5,0.0,178.89999999999998,0.6,0.0,45.59999999999999
894,0.5,225.0,0.4,179.29999999999998,0.4,0.09999999999999998,45.69999999999999
895,0.0,225.0,0.4,179.7,0.4,-0.4,45.29999999999999
896,0.0,225.0,0.4,180.1,0.4,-0.4,44.89999999999999
897,0.5,225.5,0.0,180.1,0.4,0.5,45.39999999999999
898,0.0,225.5,0.0,180.1,0.8,0.0,45.39999999999999
899,0.0,225.5,0.1,180.2,0.1,-0.1,45.29999999999999
900,0.0,225.5,0.0,180.2,0.7,0.0,45.29999999999999
901,0.0,225.5,0.0,180.2,0.2,0.0,45.29999999999999
902,0.0,225.5,0.0,180.2,1.0,0.0,45.29999999999999
903,0.5,226.0,0.0,180.2,0.5,0.5,45.79999999999999
904,0.0,226.0,0.3,180.5,0.3,-0.3,45.49999999999999
905,0.5,226.5,0.0,180.5,0.6,0.5,45.99999999999999
906,0.5,227.0,0.4,180.9,0.4,0.09999999999999998,46.099999999999994
907,0.0,227.0,0.3,181.20000000000002,0.3,-0.3,45.8
908,0.0,227.0,0.0,181.20000000000002,0.4,0.0,45.8
909,0.0,227.0,0.0,181.20000000000002,0.9,0.0,45.8
910,0.5,227.5,0.3,181.50000000000003,0.3,0.2,46.0
911,0.0,227.5,0.8,182.30000000000004,0.8,-0.8,45.2
912,0.5,228.0,0.8,183.10000000000005,0.8,-0.30000000000000004,44.900000000000006
913,0.0,228.0,0.0,183.10000000000005,0.8,0.0,44.900000000000006
914,0.5,228.5,0.0,183.10000000000005,0.8,0.5,45.400000000000006
915,0.0,228.5,0.0,183.10000000000005,0.8,0.0,45.400000000000006
916,0.0,228.5,0.1,183.20000000000005,0.1,-0.1,45.300000000000004
917,0.5,229.0,0.3,183.50000000000006,0.3,0.2,45.50000000000001
918,0.5,229.5,0.0,183.50000000000006,0.5,0.5,46.00000000000001
919,0.0,229.5,0.0,183.50000000000006,0.7,0.0,46.00000000000001
920,0.5,230.0,0.2,183.70000000000005,0.2,0.3,46.300000000000004
921,0.0,230.0,0.0,183.70000000000005,0.6,0.0,46.300000000000004
922,0.5,230.5,0.3,184.00000000000006,0.3,0.2,46.50000000000001
923,0.5,231.0,0.0,184.00000000000006,0.4,0.5,47.00000000000001
924,0.0,231.0,0.3,184.30000000000007,0.3,-0.3,46.70000000000001
925,0.0,231.0,0.0,184.30000000000007,0.2,0.0,46.70000000000001
926,0.0,231.0,0.0,184.30000000000007,0.8,0.0,46.70000000000001
927,0.5,231.5,0.3,184.60000000000008,0.3,0.2,46.90000000000001
928,0.5,232.0,0.5,185.10000000000008,0.5,0.0,46.90000000000001
929,0.0,232.0,0.0,185.10000000000008,0.5,0.0,46.90000000000001
930,0.0,232.0,0.1,185.20000000000007,0.1,-0.1,46.80000000000001
931,0.5,232.5,0.0,185.20000000000007,1.0,0.5,47.30000000000001
932,0.5,233.0,0.0,185.20000000000007,0.6,0.5,47.80000000000001
933,0.5,233.5,0.3,185.50000000000009,0.3,0.2,48.000000000000014
934,0.0,233.5,0.0,185.50000000000009,0.9,0.0,48.000000000000014
935,0.0,233.5,0.4,185.9000000000001,0.4,-0.4,47.600000000000016
936,0.0,233.5,0.0,185.9000000000001,0.3,0.0,47.600000000000016
937,0.5,234.0,0.4,186.3000000000001,0.4,0.09999999999999998,47.70000000000002
938,0.0,234.0,0.4,186.7000000000001,0.4,-0.4,47.30000000000002
939,0.5,234.5,0.0,186.7000000000001,0.7,0.5,47.80000000000002
940,0.0,234.5,0.0,186.7000000000001,0.4,0.0,47.80000000000002
941,0.5,235.0,0.0,186.7000000000001,0.5,0.5,48.30000000000002
942,0.5,235.5,0.0,186.7000000000001,0.8,0.5,48.80000000000002
943,0.5,236.0,0.6,187.3000000000001,0.6,-0.09999999999999998,48.70000000000002
944,0.0,236.0,0.6,187.9000000000001,0.6,-0.6,48.100000000000016
945,0.0,236.0,0.0,187.9000000000001,0.6,0.0,48.100000000000016
946,0.0,236.0,0.0,187.9000000000001,0.6,0.0,48.100000000000016
947,0.5,236.5,0.0,187.9000000000001,0.2,0.5,48.600000000000016
948,0.5,237.0,0.1,188.00000000000009,0.1,0.4,49.000000000000014
949,0.5,237.5,0.4,188.4000000000001,0.4,0.09999999999999998,49.100000000000016
950,0.5,238.0,0.0,188.4000000000001,0.4,0.5,49.600000000000016
951,0.5,238.5,0.0,188.4000000000001,0.3,0.5,50.100000000000016
952,0.0,238.5,0.5,188.9000000000001,0.5,-0.5,49.600000000000016
953,0.5,239.0,0.5,189.4000000000001,0.5,0.0,49.600000000000016
954,0.0,239.0,0.5,189.9000000000001,0.5,-0.5,49.100000000000016
955,0.0,239.0,0.5,190.4000000000001,0.5,-0.5,48.600000000000016
956,0.5,239.5,0.5,190.9000000000001,0.5,0.0,48.600000000000016
957,0.0,239.5,0.0,190.9000000000001,0.5,0.0,48.600000000000016
958,0.0,239.5,0.5,191.4000000000001,0.5,-0.5,48.100000000000016
959,0.5,240.0,0.5,191.9000000000001,0.5,0.0,48.100000000000016
960,0.0,240.0,0.0,191.9000000000001,0.5,0.0,48.100000000000016
961,0.5,240.5,0.0,191.9000000000001,0.9,0.5,48.600000000000016
962,0.0,240.5,0.7,192.60000000000008,0.7,-0.7,47.90000000000001
963,0.0,240.5,0.0,192.60000000000008,0.7,0.0,47.90000000000001
964,0.0,240.5,0.0,192.60000000000008,1.0,0.0,47.90000000000001
965,0.0,240.5,0.0,192.60000000000008,0.7,0.0,47.90000000000001
966,0.5,241.0,0.0,192.60000000000008,0.6,0.5,48.40000000000001
967,0.0,241.0,0.0,192.60000000000008,0.8,0.0,48.40000000000001
968,0.5,241.5,0.0,192.60000000000008,0.5,0.5,48.90000000000001
969,0.0,241.5,0.0,192.60000000000008,0.1,0.0,48.90000000000001
970,0.5,242.0,0.0,192.60000000000008,0.4,0.5,49.40000000000001
971,0.5,242.5,0.2,192.80000000000007,0.2,0.3,49.70000000000001
972,0.5,243.0,0.0,192.80000000000007,0.3,0.5,50.20000000000001
973,0.0,243.0,0.0,192.80000000000007,0.6,0.0,50.20000000000001
974,0.0,243.0,0.2,193.00000000000006,0.2,-0.2,50.00000000000001
975,0.0,243.0,0.5,193.50000000000006,0.5,-0.5,49.50000000000001
976,0.5,243.5,0.0,193.50000000000006,0.5,0.5,50.00000000000001
977,0.0,243.5,0.0,193.50000000000006,0.8,0.0,50.00000000000001
978,0.0,243.5,0.4,193.90000000000006,0.4,-0.4,49.60000000000001
979,0.5,244.0,0.7,194.60000000000005,0.7,-0.19999999999999996,49.400000000000006
980,0.0,244.0,0.0,194.60000000000005,0.7,0.0,49.400000000000006
981,0.5,244.5,0.4,195.00000000000006,0.4,0.09999999999999998,49.50000000000001
982,0.0,244.5,0.4,195.40000000000006,0.4,-0.4,49.10000000000001
983,0.0,244.5,0.4,195.80000000000007,0.4,-0.4,48.70000000000001
984,0.5,245.0,0.0,195.80000000000007,0.7,0.5,49.20000000000001
985,0.0,245.0,0.0,195.80000000000007,0.9,0.0,49.20000000000001
986,0.5,245.5,0.4,196.20000000000007,0.4,0.09999999999999998,49.30000000000001
987,0.0,245.5,0.4,196.60000000000008,0.4,-0.4,48.90000000000001
988,0.0,245.5,0.4,197.00000000000009,0.4,-0.4,48.500000000000014
989,0.5,246.0,0.4,197.4000000000001,0.4,0.09999999999999998,48.600000000000016
990,0.5,246.5,0.4,197.8000000000001,0.4,0.09999999999999998,48.70000000000002
991,0.5,247.0,0.0,197.8000000000001,0.4,0.5,49.20000000000002
992,0.0,247.0,0.2,198.00000000000009,0.2,-0.2,49.000000000000014
993,0.5,247.5,0.0,198.00000000000009,0.3,0.5,49.500000000000014
994,0.0,247.5,0.6,198.60000000000008,0.6,-0.6,48.90000000000001
995,0.0,247.5,0.6,199.20000000000007,0.6,-0.6,48.30000000000001
996,0.5,248.0,0.6,199.80000000000007,0.6,-0.09999999999999998,48.20000000000001
997,0.0,248.0,0.0,199.80000000000007,0.6,0.0,48.20000000000001
998,0.5,248.5,0.0,199.80000000000007,0.6,0.5,48.70000000000001
999,0.0,248.5,0.0,199.80000000000007,1.0,0.0,48.70000000000001
