round,ucb_reward,pd_reward,ucb_cumulative,pd_cumulative,optimal_reward,optimal_cumulative,ucb_price,pd_price,ucb_produced,pd_produced,pd_lambda
753,0.0,0.0,149.10000000000002,160.1000000000001,0.0,190.0,0.4,0.4,True,True,0.0
754,0.2,0.3,149.3,160.40000000000012,0.0,190.0,0.2,0.3,True,True,0.0
755,0.1,0.0,149.4,160.40000000000012,0.5,190.5,0.1,0.6,True,True,0.0
756,0.5,0.0,149.9,160.40000000000012,0.5,191.0,0.5,0.6,True,True,0.0
757,0.0,0.5,149.9,160.90000000000012,0.5,191.5,0.5,0.5,True,True,0.0
758,0.0,0.7,149.9,161.6000000000001,0.5,192.0,0.9,0.7,True,True,0.0
759,0.2,0.0,150.1,161.6000000000001,0.5,192.5,0.2,0.6,True,True,0.0
760,0.0,0.0,150.1,161.6000000000001,0.0,192.5,0.6,0.3,True,True,0.0
761,0.8,0.0,150.9,161.6000000000001,0.0,192.5,0.8,0.4,True,True,0.0
762,0.0,0.4,150.9,162.0000000000001,0.0,192.5,0.8,0.4,True,True,0.0
763,0.4,0.0,151.3,162.0000000000001,0.5,193.0,0.4,0.6,True,True,0.0
764,0.0,0.0,151.3,162.0000000000001,0.0,193.0,0.7,0.2,True,True,0.0
765,0.0,0.5,151.3,162.5000000000001,0.5,193.5,0.8,0.5,True,True,0.0
766,0.4,0.0,151.70000000000002,162.5000000000001,0.5,194.0,0.4,0.6,True,True,0.0
767,0.3,0.0,152.00000000000003,162.5000000000001,0.5,194.5,0.3,0.7,True,True,0.0
768,0.0,0.4,152.00000000000003,162.90000000000012,0.0,194.5,0.4,0.4,True,True,0.0
769,0.2,0.6,152.20000000000002,163.5000000000001,0.5,195.0,0.2,0.6,True,True,0.0
770,0.0,0.0,152.20000000000002,163.5000000000001,0.0,195.0,0.5,0.3,True,True,0.0
771,0.3,0.0,152.50000000000003,163.5000000000001,0.5,195.5,0.3,0.7,True,True,0.0
772,0.1,0.3,152.60000000000002,163.80000000000013,0.0,195.5,0.1,0.3,True,True,0.0
773,0.3,0.0,152.90000000000003,163.80000000000013,0.0,195.5,0.3,0.5,True,True,0.0
774,0.6,0.0,153.50000000000003,163.80000000000013,0.5,196.0,0.6,0.6,True,True,0.0
775,0.0,0.3,153.50000000000003,164.10000000000014,0.0,196.0,0.6,0.3,True,True,0.0
776,0.0,0.0,153.50000000000003,164.10000000000014,0.0,196.0,1.0,0.4,True,True,0.0
777,0.2,0.0,153.70000000000002,164.10000000000014,0.5,196.5,0.2,0.6,True,True,0.0
778,0.0,0.0,153.70000000000002,164.10000000000014,0.5,197.0,0.3,0.6,True,True,0.0
779,0.4,0.0,154.10000000000002,164.10000000000014,0.5,197.5,0.4,0.6,True,True,0.0
780,0.0,0.0,154.10000000000002,164.10000000000014,0.5,198.0,0.8,0.6,True,True,0.0
781,0.4,0.5,154.50000000000003,164.60000000000014,0.5,198.5,0.4,0.5,True,True,0.0
782,0.0,0.4,154.50000000000003,165.00000000000014,0.0,198.5,0.9,0.4,True,True,0.0
783,0.4,0.4,154.90000000000003,165.40000000000015,0.0,198.5,0.4,0.4,True,True,0.0
784,0.0,0.4,154.90000000000003,165.80000000000015,0.0,198.5,0.7,0.4,True,True,0.0
785,0.4,0.0,155.30000000000004,165.80000000000015,0.5,199.0,0.4,0.7,True,True,0.0
786,0.6,0.5,155.90000000000003,166.30000000000015,0.5,199.5,0.6,0.5,True,True,0.0
787,0.6,0.0,156.50000000000003,166.30000000000015,0.0,199.5,0.6,0.5,True,True,0.0
788,0.0,0.5,156.50000000000003,166.80000000000015,0.0,199.5,0.6,0.5,True,True,0.0
789,0.4,0.8,156.90000000000003,167.60000000000016,0.5,200.0,0.4,0.8,True,True,0.0
790,0.0,0.3,156.90000000000003,167.90000000000018,0.0,200.0,0.5,0.3,True,True,0.0
791,0.4,0.5,157.30000000000004,168.40000000000018,0.5,200.5,0.4,0.5,True,True,0.0
792,0.4,0.5,157.70000000000005,168.90000000000018,0.5,201.0,0.4,0.5,True,True,0.0
793,0.6,0.0,158.30000000000004,168.90000000000018,0.5,201.5,0.6,0.5,True,True,0.0
794,0.0,0.2,158.30000000000004,169.10000000000016,0.0,201.5,0.6,0.2,True,True,0.0
795,0.0,0.0,158.30000000000004,169.10000000000016,0.5,202.0,0.4,0.7,True,True,0.0
796,0.2,0.0,158.50000000000003,169.10000000000016,0.5,202.5,0.2,0.8,True,True,0.0
797,0.0,0.5,158.50000000000003,169.60000000000016,0.5,203.0,0.1,0.5,True,True,0.0
798,0.0,0.6,158.50000000000003,170.20000000000016,0.5,203.5,0.6,0.6,True,True,0.0
799,0.0,0.0,158.50000000000003,170.20000000000016,0.5,204.0,0.3,0.7,True,True,0.0
800,0.8,0.6,159.30000000000004,170.80000000000015,0.5,204.5,0.8,0.6,True,True,0.0
801,0.0,0.4,159.30000000000004,171.20000000000016,0.0,204.5,0.8,0.4,True,True,0.0
802,0.0,0.5,159.30000000000004,171.70000000000016,0.5,205.0,0.8,0.5,True,True,0.0
803,0.2,0.5,159.50000000000003,172.20000000000016,0.5,205.5,0.2,0.5,True,True,0.0
804,0.0,0.5,159.50000000000003,172.70000000000016,0.0,205.5,0.5,0.5,True,True,0.0
805,0.4,0.6,159.90000000000003,173.30000000000015,0.5,206.0,0.4,0.6,True,True,0.0
806,0.0,0.0,159.90000000000003,173.30000000000015,0.5,206.5,0.7,0.8,True,True,0.0
807,0.0,0.0,159.90000000000003,173.30000000000015,0.5,207.0,0.4,0.7,True,True,0.0
808,0.0,0.0,159.90000000000003,173.30000000000015,0.0,207.0,1.0,0.5,True,True,0.0
809,0.0,0.3,159.90000000000003,173.60000000000016,0.0,207.0,0.9,0.3,True,True,0.0
810,0.2,0.0,160.10000000000002,173.60000000000016,0.5,207.5,0.2,1.0,True,True,0.0
811,0.6,0.0,160.70000000000002,173.60000000000016,0.5,208.0,0.6,0.7,True,True,0.0
812,0.0,0.3,160.70000000000002,173.90000000000018,0.0,208.0,0.6,0.3,True,True,0.0
813,0.0,0.0,160.70000000000002,173.90000000000018,0.5,208.5,0.3,0.7,True,True,0.0
814,0.0,0.0,160.70000000000002,173.90000000000018,0.5,209.0,0.5,0.7,True,True,0.0
815,0.1,0.5,160.8,174.40000000000018,0.5,209.5,0.1,0.5,True,True,0.0
816,0.0,0.0,160.8,174.40000000000018,0.5,210.0,0.8,0.5,True,True,0.0
817,0.4,0.0,161.20000000000002,174.40000000000018,0.0,210.0,0.4,0.5,True,True,0.0
818,0.2,0.0,161.4,174.40000000000018,0.0,210.0,0.2,0.3,True,True,0.0
819,0.0,0.0,161.4,174.40000000000018,0.0,210.0,0.4,0.4,True,True,0.0
820,0.0,0.6,161.4,175.00000000000017,0.5,210.5,0.6,0.6,True,True,0.0
821,0.0,0.1,161.4,175.10000000000016,0.0,210.5,0.7,0.1,True,True,0.0
822,0.2,0.4,161.6,175.50000000000017,0.0,210.5,0.2,0.4,True,True,0.0
823,0.0,0.0,161.6,175.50000000000017,0.0,210.5,0.9,0.5,True,True,0.0
824,0.5,0.0,162.1,175.50000000000017,0.5,211.0,0.5,0.5,True,True,0.0
825,0.5,0.7,162.6,176.20000000000016,0.5,211.5,0.5,0.7,True,True,0.0
826,0.0,0.5,162.6,176.70000000000016,0.0,211.5,0.5,0.5,True,True,0.0
827,0.3,0.0,162.9,176.70000000000016,0.0,211.5,0.3,0.5,True,True,0.0
828,0.0,0.0,162.9,176.70000000000016,0.5,212.0,0.8,0.6,True,True,0.0
829,0.1,0.0,163.0,176.70000000000016,0.0,212.0,0.1,0.5,True,True,0.0
830,0.4,0.4,163.4,177.10000000000016,0.0,212.0,0.4,0.4,True,True,0.0
831,0.0,0.5,163.4,177.60000000000016,0.0,212.0,1.0,0.5,True,True,0.0
832,0.4,0.0,163.8,177.60000000000016,0.0,212.0,0.4,0.3,True,True,0.0
833,0.6,0.0,164.4,177.60000000000016,0.0,212.0,0.6,0.4,True,True,0.0
834,0.6,0.0,165.0,177.60000000000016,0.0,212.0,0.6,0.5,True,True,0.0
835,0.6,0.5,165.6,178.10000000000016,0.0,212.0,0.6,0.5,True,True,0.0
836,0.0,0.7,165.6,178.80000000000015,0.5,212.5,0.6,0.7,True,True,0.0
837,0.0,0.0,165.6,178.80000000000015,0.0,212.5,0.6,0.5,True,True,0.0
838,0.4,0.5,166.0,179.30000000000015,0.5,213.0,0.4,0.5,True,True,0.0
839,0.0,0.0,166.0,179.30000000000015,0.5,213.5,0.3,0.6,True,True,0.0
840,0.0,0.1,166.0,179.40000000000015,0.0,213.5,0.4,0.1,True,True,0.0
841,0.2,0.6,166.2,180.00000000000014,0.5,214.0,0.2,0.6,True,True,0.0
842,0.0,0.4,166.2,180.40000000000015,0.0,214.0,0.5,0.4,True,True,0.0
843,0.0,0.8,166.2,181.20000000000016,0.5,214.5,0.7,0.8,True,True,0.0
844,0.6,0.4,166.79999999999998,181.60000000000016,0.0,214.5,0.6,0.4,True,True,0.0
845,0.0,0.0,166.79999999999998,181.60000000000016,0.0,214.5,0.6,0.5,True,True,0.0
846,0.0,0.3,166.79999999999998,181.90000000000018,0.0,214.5,0.2,0.3,True,True,0.0
847,0.0,0.0,166.79999999999998,181.90000000000018,0.5,215.0,0.8,1.0,True,True,0.0
848,0.4,0.5,167.2,182.40000000000018,0.5,215.5,0.4,0.5,True,True,0.0
849,0.1,0.0,167.29999999999998,182.40000000000018,0.5,216.0,0.1,0.5,True,True,0.0
850,0.0,0.3,167.29999999999998,182.7000000000002,0.0,216.0,0.4,0.3,True,True,0.0
851,0.0,0.0,167.29999999999998,182.7000000000002,0.5,216.5,0.9,0.6,True,True,0.0
852,0.3,0.0,167.6,182.7000000000002,0.0,216.5,0.3,0.4,True,True,0.0
853,0.5,0.7,168.1,183.40000000000018,0.5,217.0,0.5,0.7,True,True,0.0
854,0.5,0.0,168.6,183.40000000000018,0.0,217.0,0.5,0.4,True,True,0.0
855,0.0,0.4,168.6,183.80000000000018,0.0,217.0,0.5,0.4,True,True,0.0
856,0.6,0.0,169.2,183.80000000000018,0.0,217.0,0.6,0.3,True,True,0.0
857,0.0,0.0,169.2,183.80000000000018,0.0,217.0,0.6,0.5,True,True,0.0
858,0.3,0.0,169.5,183.80000000000018,0.5,217.5,0.3,0.5,True,True,0.0
859,0.3,0.0,169.8,183.80000000000018,0.0,217.5,0.3,0.3,True,True,0.0
860,0.0,0.6,169.8,184.40000000000018,0.5,218.0,1.0,0.6,True,True,0.0
861,0.6,0.0,170.4,184.40000000000018,0.0,218.0,0.6,0.5,True,True,0.0
862,0.0,0.5,170.4,184.90000000000018,0.5,218.5,0.6,0.5,True,True,0.0
863,0.5,0.5,170.9,185.40000000000018,0.0,218.5,0.5,0.5,True,True,0.0
864,0.5,0.0,171.4,185.40000000000018,0.0,218.5,0.5,0.5,True,True,0.0
865,0.5,0.5,171.9,185.90000000000018,0.5,219.0,0.5,0.5,True,True,0.0
866,0.0,0.4,171.9,186.30000000000018,0.0,219.0,0.5,0.4,True,True,0.0
867,0.0,0.4,171.9,186.7000000000002,0.0,219.0,0.7,0.4,True,True,0.0
868,0.0,0.0,171.9,186.7000000000002,0.5,219.5,0.4,0.7,True,True,0.0
869,0.3,0.0,172.20000000000002,186.7000000000002,0.5,220.0,0.3,0.8,True,True,0.0
870,0.8,0.5,173.00000000000003,187.2000000000002,0.0,220.0,0.8,0.5,True,True,0.0
871,0.0,0.4,173.00000000000003,187.6000000000002,0.0,220.0,0.8,0.4,True,True,0.0
872,0.0,0.6,173.00000000000003,188.2000000000002,0.5,220.5,0.8,0.6,True,True,0.0
873,0.2,0.0,173.20000000000002,188.2000000000002,0.0,220.5,0.2,0.5,True,True,0.0
874,0.1,0.2,173.3,188.40000000000018,0.0,220.5,0.1,0.2,True,True,0.0
875,0.5,0.4,173.8,188.80000000000018,0.0,220.5,0.5,0.4,True,True,0.0
876,0.5,0.0,174.3,188.80000000000018,0.5,221.0,0.5,0.6,True,True,0.0
877,0.5,0.0,174.8,188.80000000000018,0.5,221.5,0.5,0.6,True,True,0.0
878,0.0,0.2,174.8,189.00000000000017,0.0,221.5,0.5,0.2,True,True,0.0
879,0.3,0.0,175.10000000000002,189.00000000000017,0.0,221.5,0.3,0.4,True,True,0.0
880,0.6,0.0,175.70000000000002,189.00000000000017,0.0,221.5,0.6,0.4,True,True,0.0
881,0.6,0.6,176.3,189.60000000000016,0.5,222.0,0.6,0.6,True,True,0.0
882,0.6,0.2,176.9,189.80000000000015,0.0,222.0,0.6,0.2,True,True,0.0
883,0.6,0.0,177.5,189.80000000000015,0.0,222.0,0.6,0.3,True,True,0.0
884,0.0,0.0,177.5,189.80000000000015,0.5,222.5,0.6,0.6,True,True,0.0
885,0.0,0.4,177.5,190.20000000000016,0.0,222.5,0.6,0.4,True,True,0.0
886,0.0,0.0,177.5,190.20000000000016,0.5,223.0,0.3,0.6,True,True,0.0
887,0.0,0.4,177.5,190.60000000000016,0.0,223.0,0.9,0.4,True,True,0.0
888,0.6,0.3,178.1,190.90000000000018,0.0,223.0,0.6,0.3,True,True,0.0
889,0.6,0.4,178.7,191.30000000000018,0.0,223.0,0.6,0.4,True,True,0.0
890,0.0,0.0,178.7,191.30000000000018,0.5,223.5,0.6,0.6,True,True,0.0
891,0.0,0.0,178.7,191.30000000000018,0.5,224.0,0.5,0.7,True,True,0.0
892,0.2,0.6,178.89999999999998,191.90000000000018,0.5,224.5,0.2,0.6,True,True,0.0
893,0.0,0.5,178.89999999999998,192.40000000000018,0.0,224.5,0.6,0.5,True,True,0.0
894,0.4,0.0,179.29999999999998,192.40000000000018,0.5,225.0,0.4,0.6,True,True,0.0
895,0.4,0.4,179.7,192.80000000000018,0.0,225.0,0.4,0.4,True,True,0.0
896,0.4,0.4,180.1,193.2000000000002,0.0,225.0,0.4,0.4,True,True,0.0
897,0.0,0.0,180.1,193.2000000000002,0.5,225.5,0.4,0.7,True,True,0.0
898,0.0,0.1,180.1,193.30000000000018,0.0,225.5,0.8,0.1,True,True,0.0
899,0.1,0.0,180.2,193.30000000000018,0.0,225.5,0.1,0.3,True,True,0.0
900,0.0,0.0,180.2,193.30000000000018,0.0,225.5,0.7,0.4,True,True,0.0
901,0.0,0.2,180.2,193.50000000000017,0.0,225.5,0.2,0.2,True,True,0.0
902,0.0,0.0,180.2,193.50000000000017,0.0,225.5,1.0,0.4,True,True,0.0
903,0.0,0.0,180.2,193.50000000000017,0.5,226.0,0.5,0.5,True,True,0.0
904,0.3,0.5,180.5,194.00000000000017,0.0,226.0,0.3,0.5,True,True,0.0
905,0.0,0.0,180.5,194.00000000000017,0.5,226.5,0.6,0.7,True,True,0.0
906,0.4,0.6,180.9,194.60000000000016,0.5,227.0,0.4,0.6,True,True,0.0
907,0.3,0.0,181.20000000000002,194.60000000000016,0.0,227.0,0.3,0.4,True,True,0.0
908,0.0,0.0,181.20000000000002,194.60000000000016,0.0,227.0,0.4,0.4,True,True,0.0
909,0.0,0.0,181.20000000000002,194.60000000000016,0.0,227.0,0.9,0.5,True,True,0.0
910,0.3,0.0,181.50000000000003,194.60000000000016,0.5,227.5,0.3,0.5,True,True,0.0
911,0.8,0.0,182.30000000000004,194.60000000000016,0.0,227.5,0.8,0.4,True,True,0.0
912,0.8,0.5,183.10000000000005,195.10000000000016,0.5,228.0,0.8,0.5,True,True,0.0
913,0.0,0.5,183.10000000000005,195.60000000000016,0.0,228.0,0.8,0.5,True,True,0.0
914,0.0,0.0,183.10000000000005,195.60000000000016,0.5,228.5,0.8,0.5,True,True,0.0
915,0.0,0.5,183.10000000000005,196.10000000000016,0.0,228.5,0.8,0.5,True,True,0.0
916,0.1,0.4,183.20000000000005,196.50000000000017,0.0,228.5,0.1,0.4,True,True,0.0
917,0.3,0.8,183.50000000000006,197.30000000000018,0.5,229.0,0.3,0.8,True,True,0.0
918,0.0,0.0,183.50000000000006,197.30000000000018,0.5,229.5,0.5,0.6,True,True,0.0
919,0.0,0.0,183.50000000000006,197.30000000000018,0.0,229.5,0.7,0.4,True,True,0.0
920,0.2,0.0,183.70000000000005,197.30000000000018,0.5,230.0,0.2,0.7,True,True,0.0
921,0.0,0.5,183.70000000000005,197.80000000000018,0.0,230.0,0.6,0.5,True,True,0.0
922,0.3,0.7,184.00000000000006,198.50000000000017,0.5,230.5,0.3,0.7,True,True,0.0
923,0.0,0.0,184.00000000000006,198.50000000000017,0.5,231.0,0.4,0.6,True,True,0.0
924,0.3,0.0,184.30000000000007,198.50000000000017,0.0,231.0,0.3,0.5,True,True,0.0
925,0.0,0.2,184.30000000000007,198.70000000000016,0.0,231.0,0.2,0.2,True,True,0.0
926,0.0,0.4,184.30000000000007,199.10000000000016,0.0,231.0,0.8,0.4,True,True,0.0
927,0.3,0.5,184.60000000000008,199.60000000000016,0.5,231.5,0.3,0.5,True,True,0.0
928,0.5,0.6,185.10000000000008,200.20000000000016,0.5,232.0,0.5,0.6,True,True,0.0
929,0.0,0.0,185.10000000000008,200.20000000000016,0.0,232.0,0.5,0.4,True,True,0.0
930,0.1,0.4,185.20000000000007,200.60000000000016,0.0,232.0,0.1,0.4,True,True,0.0
931,0.0,0.0,185.20000000000007,200.60000000000016,0.5,232.5,1.0,0.7,True,True,0.0
932,0.0,0.0,185.20000000000007,200.60000000000016,0.5,233.0,0.6,0.9,True,True,0.0
933,0.3,0.5,185.50000000000009,201.10000000000016,0.5,233.5,0.3,0.5,True,True,0.0
934,0.0,0.4,185.50000000000009,201.50000000000017,0.0,233.5,0.9,0.4,True,True,0.0
935,0.4,0.0,185.9000000000001,201.50000000000017,0.0,233.5,0.4,0.4,True,True,0.0
936,0.0,0.2,185.9000000000001,201.70000000000016,0.0,233.5,0.3,0.2,True,True,0.0
937,0.4,0.0,186.3000000000001,201.70000000000016,0.5,234.0,0.4,0.7,True,True,0.0
938,0.4,0.4,186.7000000000001,202.10000000000016,0.0,234.0,0.4,0.4,True,True,0.0
939,0.0,0.0,186.7000000000001,202.10000000000016,0.5,234.5,0.7,0.5,True,True,0.0
940,0.0,0.0,186.7000000000001,202.10000000000016,0.0,234.5,0.4,0.4,True,True,0.0
941,0.0,0.5,186.7000000000001,202.60000000000016,0.5,235.0,0.5,0.5,True,True,0.0
942,0.0,0.0,186.7000000000001,202.60000000000016,0.5,235.5,0.8,0.6,True,True,0.0
943,0.6,0.6,187.3000000000001,203.20000000000016,0.5,236.0,0.6,0.6,True,True,0.0
944,0.6,0.4,187.9000000000001,203.60000000000016,0.0,236.0,0.6,0.4,True,True,0.0
945,0.0,0.1,187.9000000000001,203.70000000000016,0.0,236.0,0.6,0.1,True,True,0.0
946,0.0,0.4,187.9000000000001,204.10000000000016,0.0,236.0,0.6,0.4,True,True,0.0
947,0.0,0.0,187.9000000000001,204.10000000000016,0.5,236.5,0.2,0.7,True,True,0.0
948,0.1,0.0,188.00000000000009,204.10000000000016,0.5,237.0,0.1,0.7,True,True,0.0
949,0.4,0.5,188.4000000000001,204.60000000000016,0.5,237.5,0.4,0.5,True,True,0.0
950,0.0,0.5,188.4000000000001,205.10000000000016,0.5,238.0,0.4,0.5,True,True,0.0
951,0.0,0.6,188.4000000000001,205.70000000000016,0.5,238.5,0.3,0.6,True,True,0.0
952,0.5,0.4,188.9000000000001,206.10000000000016,0.0,238.5,0.5,0.4,True,True,0.0
953,0.5,0.0,189.4000000000001,206.10000000000016,0.5,239.0,0.5,0.7,True,True,0.0
954,0.5,0.5,189.9000000000001,206.60000000000016,0.0,239.0,0.5,0.5,True,True,0.0
955,0.5,0.5,190.4000000000001,207.10000000000016,0.0,239.0,0.5,0.5,True,True,0.0
956,0.5,0.5,190.9000000000001,207.60000000000016,0.5,239.5,0.5,0.5,True,True,0.0
957,0.0,0.3,190.9000000000001,207.90000000000018,0.0,239.5,0.5,0.3,True,True,0.0
958,0.5,0.0,191.4000000000001,207.90000000000018,0.0,239.5,0.5,0.4,True,True,0.0
959,0.5,0.6,191.9000000000001,208.50000000000017,0.5,240.0,0.5,0.6,True,True,0.0
960,0.0,0.0,191.9000000000001,208.50000000000017,0.0,240.0,0.5,0.3,True,True,0.0
961,0.0,0.0,191.9000000000001,208.50000000000017,0.5,240.5,0.9,0.5,True,True,0.0
962,0.7,0.0,192.60000000000008,208.50000000000017,0.0,240.5,0.7,0.4,True,True,0.0
963,0.0,0.5,192.60000000000008,209.00000000000017,0.0,240.5,0.7,0.5,True,True,0.0
964,0.0,0.4,192.60000000000008,209.40000000000018,0.0,240.5,1.0,0.4,True,True,0.0
965,0.0,0.5,192.60000000000008,209.90000000000018,0.0,240.5,0.7,0.5,True,True,0.0
966,0.0,0.6,192.60000000000008,210.50000000000017,0.5,241.0,0.6,0.6,True,True,0.0
967,0.0,0.4,192.60000000000008,210.90000000000018,0.0,241.0,0.8,0.4,True,True,0.0
968,0.0,0.5,192.60000000000008,211.40000000000018,0.5,241.5,0.5,0.5,True,True,0.0
969,0.0,0.0,192.60000000000008,211.40000000000018,0.0,241.5,0.1,0.5,True,True,0.0
970,0.0,0.0,192.60000000000008,211.40000000000018,0.5,242.0,0.4,0.6,True,True,0.0
971,0.2,0.0,192.80000000000007,211.40000000000018,0.5,242.5,0.2,0.8,True,True,0.0
972,0.0,0.6,192.80000000000007,212.00000000000017,0.5,243.0,0.3,0.6,True,True,0.0
973,0.0,0.4,192.80000000000007,212.40000000000018,0.0,243.0,0.6,0.4,True,True,0.0
974,0.2,0.2,193.00000000000006,212.60000000000016,0.0,243.0,0.2,0.2,True,True,0.0
975,0.5,0.0,193.50000000000006,212.60000000000016,0.0,243.0,0.5,0.4,True,True,0.0
976,0.0,0.5,193.50000000000006,213.10000000000016,0.5,243.5,0.5,0.5,True,True,0.0
977,0.0,0.0,193.50000000000006,213.10000000000016,0.0,243.5,0.8,0.3,True,True,0.0
978,0.4,0.5,193.90000000000006,213.60000000000016,0.0,243.5,0.4,0.5,True,True,0.0
979,0.7,0.5,194.60000000000005,214.10000000000016,0.5,244.0,0.7,0.5,True,True,0.0
980,0.0,0.0,194.60000000000005,214.10000000000016,0.0,244.0,0.7,0.5,True,True,0.0
981,0.4,0.0,195.00000000000006,214.10000000000016,0.5,244.5,0.4,0.6,True,True,0.0
982,0.4,0.4,195.40000000000006,214.50000000000017,0.0,244.5,0.4,0.4,True,True,0.0
983,0.4,0.3,195.80000000000007,214.80000000000018,0.0,244.5,0.4,0.3,True,True,0.0
984,0.0,0.0,195.80000000000007,214.80000000000018,0.5,245.0,0.7,0.6,True,True,0.0
985,0.0,0.5,195.80000000000007,215.30000000000018,0.0,245.0,0.9,0.5,True,True,0.0
986,0.4,0.0,196.20000000000007,215.30000000000018,0.5,245.5,0.4,0.6,True,True,0.0
987,0.4,0.5,196.60000000000008,215.80000000000018,0.0,245.5,0.4,0.5,True,True,0.0
988,0.4,0.4,197.00000000000009,216.2000000000002,0.0,245.5,0.4,0.4,True,True,0.0
989,0.4,0.6,197.4000000000001,216.80000000000018,0.5,246.0,0.4,0.6,True,True,0.0
990,0.4,0.0,197.8000000000001,216.80000000000018,0.5,246.5,0.4,0.6,True,True,0.0
991,0.0,0.6,197.8000000000001,217.40000000000018,0.5,247.0,0.4,0.6,True,True,0.0
992,0.2,0.4,198.00000000000009,217.80000000000018,0.0,247.0,0.2,0.4,True,True,0.0
993,0.0,0.0,198.00000000000009,217.80000000000018,0.5,247.5,0.3,0.5,True,True,0.0
994,0.6,0.0,198.60000000000008,217.80000000000018,0.0,247.5,0.6,0.5,True,True,0.0
995,0.6,0.3,199.20000000000007,218.1000000000002,0.0,247.5,0.6,0.3,True,True,0.0
996,0.6,0.0,199.80000000000007,218.1000000000002,0.5,248.0,0.6,0.7,True,True,0.0
997,0.0,0.0,199.80000000000007,218.1000000000002,0.0,248.0,0.6,0.4,True,True,0.0
998,0.0,0.0,199.80000000000007,218.1000000000002,0.5,248.5,0.6,0.8,True,True,0.0
999,0.0,0.5,199.80000000000007,218.6000000000002,0.0,248.5,1.0,0.5,True,True,0.0
