round,reward,cumulative_reward,price_selected,produced,lambda_value,optimal_reward,optimal_cumulative
334,0.4,55.800000000000004,0.4,True,2.118726032312818,0.0,87.0
335,0.3,56.1,0.3,True,2.1250505876331545,0.0,87.0
336,0.0,56.1,1.0,True,2.131375142953491,0.5,87.5
337,0.0,56.1,0.9,True,2.1376996982738277,0.5,88.0
338,0.0,56.1,0.8,True,2.1440242535941643,0.0,88.0
339,0.0,56.1,0.5,True,2.150348808914501,0.0,88.0
340,0.0,56.1,0.8,True,2.1566733642348375,0.0,88.0
341,0.0,56.1,0.8,True,2.162997919555174,0.0,88.0
342,0.6,56.7,0.6,True,2.1693224748755107,0.0,88.0
343,0.0,56.7,0.8,True,2.1756470301958473,0.0,88.0
344,0.0,56.7,0.8,True,2.181971585516184,0.0,88.0
345,0.0,56.7,0.9,True,2.1882961408365205,0.5,88.5
346,0.0,56.7,0.9,True,2.194620696156857,0.5,89.0
347,0.3,57.0,0.3,True,2.2009452514771937,0.0,89.0
348,0.8,57.8,0.8,True,2.2072698067975303,0.0,89.0
349,0.0,57.8,0.9,True,2.213594362117867,0.5,89.5
350,0.0,57.8,0.9,True,2.2199189174382035,0.5,90.0
351,0.0,57.8,1.0,True,2.22624347275854,0.5,90.5
352,0.0,57.8,0.9,True,2.2325680280788767,0.5,91.0
353,0.6,58.4,0.6,True,2.2388925833992133,0.0,91.0
354,0.0,58.4,0.5,True,2.24521713871955,0.0,91.0
355,0.0,58.4,0.9,True,2.2515416940398865,0.5,91.5
356,0.2,58.6,0.2,True,2.257866249360223,0.0,91.5
357,0.0,58.6,0.9,True,2.2641908046805597,0.5,92.0
358,0.0,58.6,1.0,True,2.2705153600008963,0.5,92.5
359,0.0,58.6,0.9,True,2.276839915321233,0.5,93.0
360,0.8,59.4,0.8,True,2.2831644706415695,0.0,93.0
361,0.0,59.4,0.9,True,2.289489025961906,0.5,93.5
362,0.0,59.4,0.8,True,2.2958135812822427,0.0,93.5
363,0.0,59.4,0.9,True,2.3021381366025793,0.5,94.0
364,0.0,59.4,1.0,True,2.308462691922916,0.5,94.5
365,0.0,59.4,0.8,True,2.3147872472432525,0.0,94.5
366,0.0,59.4,1.0,True,2.321111802563589,0.5,95.0
367,0.0,59.4,1.0,True,2.3274363578839257,0.5,95.5
368,0.0,59.4,0.7,True,2.3337609132042623,0.0,95.5
369,0.0,59.4,0.5,True,2.340085468524599,0.0,95.5
370,0.6,60.0,0.6,True,2.3464100238449355,0.0,95.5
371,0.0,60.0,0.2,True,2.352734579165272,0.0,95.5
372,0.6,60.6,0.6,True,2.3590591344856087,0.0,95.5
373,0.0,60.6,1.0,True,2.3653836898059453,0.5,96.0
374,0.0,60.6,0.5,True,2.371708245126282,0.0,96.0
375,0.8,61.4,0.8,True,2.3780328004466185,0.0,96.0
376,0.0,61.4,1.0,True,2.384357355766955,0.5,96.5
377,0.2,61.6,0.2,True,2.3906819110872917,0.0,96.5
378,0.0,61.6,1.0,True,2.3970064664076283,0.5,97.0
379,0.0,61.6,0.8,True,2.403331021727965,0.0,97.0
380,0.0,61.6,0.6,True,2.4096555770483015,0.0,97.0
381,0.0,61.6,1.0,True,2.415980132368638,0.5,97.5
382,0.9,62.5,0.9,True,2.4223046876889747,0.5,98.0
383,0.0,62.5,1.0,True,2.4286292430093113,0.5,98.5
384,0.0,62.5,1.0,True,2.434953798329648,0.5,99.0
385,0.0,62.5,1.0,True,2.4412783536499845,0.5,99.5
386,0.0,62.5,0.8,True,2.447602908970321,0.0,99.5
387,0.0,62.5,0.7,True,2.4539274642906577,0.0,99.5
388,0.0,62.5,1.0,True,2.4602520196109943,0.5,100.0
389,0.0,62.5,1.0,True,2.466576574931331,0.5,100.5
390,0.0,62.5,1.0,True,2.4729011302516675,0.5,101.0
391,0.0,62.5,0.8,True,2.479225685572004,0.0,101.0
392,0.0,62.5,0.8,True,2.4855502408923407,0.0,101.0
393,0.0,62.5,1.0,True,2.4918747962126773,0.5,101.5
394,0.0,62.5,0.8,True,2.498199351533014,0.0,101.5
395,0.0,62.5,1.0,True,2.5045239068533505,0.5,102.0
396,0.0,62.5,1.0,True,2.510848462173687,0.5,102.5
397,0.0,62.5,0.9,True,2.5171730174940237,0.0,102.5
398,0.0,62.5,1.0,True,2.5234975728143603,0.5,103.0
399,0.0,62.5,1.0,True,2.529822128134697,0.5,103.5
400,0.0,62.5,0.6,True,2.5361466834550335,0.0,103.5
401,0.0,62.5,1.0,True,2.54247123877537,0.5,104.0
402,0.0,62.5,0.9,True,2.5487957940957067,0.5,104.5
403,0.0,62.5,1.0,True,2.5551203494160433,0.5,105.0
404,0.0,62.5,0.8,True,2.56144490473638,0.0,105.0
405,0.0,62.5,1.0,True,2.5677694600567165,0.5,105.5
406,0.8,63.3,0.8,True,2.574094015377053,0.0,105.5
407,0.1,63.4,0.1,True,2.5804185706973897,0.0,105.5
408,0.0,63.4,1.0,True,2.5867431260177263,0.5,106.0
409,0.6,64.0,0.6,True,2.593067681338063,0.0,106.0
410,0.0,64.0,0.8,True,2.5993922366583995,0.0,106.0
411,0.0,64.0,1.0,True,2.605716791978736,0.5,106.5
412,0.0,64.0,1.0,True,2.6120413472990727,0.5,107.0
413,0.0,64.0,0.9,True,2.6183659026194093,0.5,107.5
414,0.0,64.0,0.9,True,2.624690457939746,0.5,108.0
415,0.9,64.9,0.9,True,2.6310150132600825,0.0,108.0
416,0.0,64.9,0.8,True,2.637339568580419,0.0,108.0
417,0.0,64.9,0.8,True,2.6436641239007557,0.0,108.0
418,0.0,64.9,0.9,True,2.6499886792210923,0.5,108.5
419,0.0,64.9,1.0,True,2.656313234541429,0.5,109.0
420,0.0,64.9,1.0,True,2.6626377898617655,0.5,109.5
421,0.0,64.9,1.0,True,2.668962345182102,0.5,110.0
422,0.0,64.9,0.6,True,2.6752869005024387,0.0,110.0
423,0.0,64.9,0.9,True,2.6816114558227753,0.0,110.0
424,0.4,65.30000000000001,0.4,True,2.687936011143112,0.0,110.0
425,0.9,66.20000000000002,0.9,True,2.6942605664634485,0.5,110.5
426,0.0,66.20000000000002,0.9,True,2.700585121783785,0.0,110.5
427,0.0,66.20000000000002,1.0,True,2.7069096771041217,0.5,111.0
428,0.0,66.20000000000002,0.8,True,2.7132342324244583,0.0,111.0
429,0.6,66.80000000000001,0.6,True,2.719558787744795,0.0,111.0
430,0.0,66.80000000000001,0.6,True,2.7258833430651315,0.0,111.0
431,0.0,66.80000000000001,1.0,True,2.732207898385468,0.5,111.5
432,0.0,66.80000000000001,0.9,True,2.7385324537058047,0.5,112.0
433,0.6,67.4,0.6,True,2.7448570090261413,0.0,112.0
434,0.0,67.4,0.6,True,2.751181564346478,0.0,112.0
435,0.0,67.4,0.9,True,2.7575061196668145,0.5,112.5
436,0.0,67.4,0.5,True,2.763830674987151,0.0,112.5
437,0.0,67.4,1.0,True,2.7701552303074877,0.5,113.0
438,0.0,67.4,1.0,True,2.7764797856278243,0.5,113.5
439,0.6,68.0,0.6,True,2.782804340948161,0.0,113.5
440,0.6,68.6,0.6,True,2.7891288962684975,0.0,113.5
441,0.0,68.6,1.0,True,2.795453451588834,0.5,114.0
442,0.0,68.6,0.8,True,2.8017780069091707,0.0,114.0
443,0.0,68.6,0.8,True,2.8081025622295073,0.0,114.0
444,0.0,68.6,1.0,True,2.814427117549844,0.5,114.5
445,0.0,68.6,1.0,True,2.8207516728701805,0.5,115.0
446,0.0,68.6,1.0,True,2.827076228190517,0.5,115.5
447,0.0,68.6,1.0,True,2.8334007835108537,0.5,116.0
448,0.9,69.5,0.9,True,2.8397253388311903,0.0,116.0
449,0.6,70.1,0.6,True,2.846049894151527,0.0,116.0
450,0.0,70.1,1.0,True,2.8523744494718635,0.5,116.5
451,0.0,70.1,0.9,True,2.8586990047922,0.5,117.0
452,0.0,70.1,0.9,True,2.8650235601125367,0.0,117.0
453,0.0,70.1,1.0,True,2.8713481154328733,0.5,117.5
454,0.0,70.1,0.6,True,2.87767267075321,0.0,117.5
455,0.9,71.0,0.9,True,2.8839972260735465,0.0,117.5
456,0.1,71.1,0.1,True,2.890321781393883,0.0,117.5
457,0.0,71.1,0.9,True,2.8966463367142197,0.0,117.5
458,0.0,71.1,0.4,True,2.9029708920345563,0.0,117.5
459,0.6,71.69999999999999,0.6,True,2.909295447354893,0.0,117.5
460,0.0,71.69999999999999,0.6,True,2.9156200026752295,0.0,117.5
461,0.0,71.69999999999999,0.9,True,2.921944557995566,0.5,118.0
462,0.0,71.69999999999999,1.0,True,2.9282691133159027,0.5,118.5
463,0.0,71.69999999999999,0.9,True,2.9345936686362393,0.5,119.0
464,0.0,71.69999999999999,1.0,True,2.940918223956576,0.5,119.5
465,0.0,71.69999999999999,0.9,True,2.9472427792769125,0.0,119.5
466,0.8,72.49999999999999,0.8,True,2.953567334597249,0.0,119.5
467,0.0,72.49999999999999,1.0,True,2.9598918899175857,0.5,120.0
468,0.8,73.29999999999998,0.8,True,2.9662164452379223,0.0,120.0
469,0.0,73.29999999999998,1.0,True,2.972541000558259,0.5,120.5
470,0.1,73.39999999999998,0.1,True,2.9788655558785955,0.0,120.5
471,0.0,73.39999999999998,1.0,True,2.985190111198932,0.5,121.0
472,0.3,73.69999999999997,0.3,True,2.9915146665192687,0.0,121.0
473,0.0,73.69999999999997,1.0,True,2.9978392218396053,0.5,121.5
474,0.0,73.69999999999997,0.9,True,3.004163777159942,0.5,122.0
475,0.0,73.69999999999997,1.0,True,3.0104883324802785,0.5,122.5
476,0.5,74.19999999999997,0.5,True,3.016812887800615,0.0,122.5
477,0.0,74.19999999999997,0.9,True,3.0231374431209517,0.5,123.0
478,0.0,74.19999999999997,1.0,True,3.0294619984412883,0.5,123.5
479,0.0,74.19999999999997,0.9,True,3.035786553761625,0.5,124.0
480,0.0,74.19999999999997,0.9,True,3.0421111090819615,0.5,124.5
481,0.0,74.19999999999997,0.9,True,3.048435664402298,0.5,125.0
482,0.0,74.19999999999997,0.8,True,3.0547602197226347,0.0,125.0
483,0.0,74.19999999999997,0.9,True,3.0610847750429713,0.5,125.5
484,0.0,74.19999999999997,0.9,True,3.067409330363308,0.5,126.0
485,0.0,74.19999999999997,1.0,True,3.0737338856836445,0.5,126.5
486,0.3,74.49999999999997,0.3,True,3.080058441003981,0.0,126.5
487,0.0,74.49999999999997,0.7,True,3.0863829963243177,0.0,126.5
488,0.0,74.49999999999997,1.0,True,3.0927075516446543,0.5,127.0
489,0.0,74.49999999999997,1.0,True,3.099032106964991,0.5,127.5
490,0.0,74.49999999999997,0.8,True,3.1053566622853275,0.0,127.5
491,0.0,74.49999999999997,0.9,True,3.111681217605664,0.5,128.0
492,0.0,74.49999999999997,0.7,True,3.1180057729260007,0.0,128.0
493,0.0,74.49999999999997,0.6,True,3.1243303282463373,0.0,128.0
494,0.0,74.49999999999997,0.8,True,3.130654883566674,0.0,128.0
495,0.0,74.49999999999997,0.7,True,3.1369794388870105,0.0,128.0
496,0.0,74.49999999999997,0.8,True,3.143303994207347,0.5,128.5
497,0.0,74.49999999999997,0.5,True,3.1496285495276837,0.0,128.5
498,0.0,74.49999999999997,1.0,True,3.1559531048480203,0.5,129.0
499,0.0,74.49999999999997,1.0,True,3.162277660168357,0.5,129.5
500,0.0,74.49999999999997,0.9,True,3.1686022154886935,0.5,130.0
501,0.0,74.49999999999997,0.8,True,3.17492677080903,0.5,130.5
502,0.0,74.49999999999997,0.7,True,3.1812513261293667,0.0,130.5
503,0.0,74.49999999999997,0.9,True,3.1875758814497033,0.5,131.0
504,0.0,74.49999999999997,0.9,True,3.19390043677004,0.5,131.5
505,0.0,74.49999999999997,0.6,True,3.2002249920903765,0.0,131.5
506,0.0,74.49999999999997,1.0,True,3.206549547410713,0.5,132.0
507,0.0,74.49999999999997,1.0,True,3.2128741027310497,0.5,132.5
508,0.0,74.49999999999997,1.0,True,3.2191986580513863,0.5,133.0
509,0.0,74.49999999999997,0.9,True,3.225523213371723,0.5,133.5
510,0.8,75.29999999999997,0.8,True,3.2318477686920595,0.5,134.0
511,0.7,75.99999999999997,0.7,True,3.238172324012396,0.0,134.0
512,0.0,75.99999999999997,1.0,True,3.2444968793327327,0.5,134.5
513,0.0,75.99999999999997,1.0,True,3.2508214346530693,0.5,135.0
514,0.0,75.99999999999997,0.3,True,3.257145989973406,0.0,135.0
515,0.0,75.99999999999997,0.2,True,3.2634705452937425,0.0,135.0
516,0.0,75.99999999999997,0.7,True,3.269795100614079,0.0,135.0
517,0.0,75.99999999999997,0.9,True,3.2761196559344157,0.5,135.5
518,0.0,75.99999999999997,1.0,True,3.2824442112547523,0.5,136.0
519,0.6,76.59999999999997,0.6,True,3.288768766575089,0.0,136.0
520,0.0,76.59999999999997,0.8,True,3.2950933218954255,0.5,136.5
521,0.7,77.29999999999997,0.7,True,3.301417877215762,0.0,136.5
522,0.0,77.29999999999997,1.0,True,3.3077424325360987,0.5,137.0
523,0.0,77.29999999999997,1.0,True,3.3140669878564353,0.5,137.5
524,0.0,77.29999999999997,1.0,True,3.320391543176772,0.5,138.0
525,0.0,77.29999999999997,0.8,True,3.3267160984971085,0.0,138.0
526,0.0,77.29999999999997,0.7,True,3.333040653817445,0.0,138.0
527,0.0,77.29999999999997,0.6,True,3.3393652091377817,0.0,138.0
528,0.4,77.69999999999997,0.4,True,3.3456897644581183,0.0,138.0
529,0.0,77.69999999999997,1.0,True,3.352014319778455,0.5,138.5
530,0.0,77.69999999999997,0.9,True,3.3583388750987915,0.5,139.0
531,0.0,77.69999999999997,1.0,True,3.364663430419128,0.5,139.5
532,0.0,77.69999999999997,1.0,True,3.3709879857394647,0.5,140.0
533,0.0,77.69999999999997,0.8,True,3.3773125410598013,0.5,140.5
534,0.0,77.69999999999997,0.9,True,3.383637096380138,0.5,141.0
535,0.0,77.69999999999997,1.0,True,3.3899616517004745,0.5,141.5
536,0.0,77.69999999999997,1.0,True,3.396286207020811,0.5,142.0
537,0.6,78.29999999999997,0.6,True,3.4026107623411477,0.0,142.0
538,0.0,78.29999999999997,0.7,True,3.4089353176614843,0.0,142.0
539,0.5,78.79999999999997,0.5,True,3.415259872981821,0.0,142.0
540,0.0,78.79999999999997,1.0,True,3.4215844283021575,0.5,142.5
541,0.0,78.79999999999997,0.8,True,3.427908983622494,0.5,143.0
542,0.0,78.79999999999997,0.6,True,3.4342335389428307,0.0,143.0
543,0.0,78.79999999999997,0.9,True,3.4405580942631673,0.5,143.5
544,0.8,79.59999999999997,0.8,True,3.446882649583504,0.5,144.0
545,0.0,79.59999999999997,0.7,True,3.4532072049038405,0.0,144.0
546,0.5,80.09999999999997,0.5,True,3.459531760224177,0.0,144.0
547,0.0,80.09999999999997,0.8,True,3.4658563155445137,0.5,144.5
548,0.0,80.09999999999997,0.8,True,3.4721808708648503,0.5,145.0
549,0.0,80.09999999999997,0.9,True,3.478505426185187,0.5,145.5
550,0.7,80.79999999999997,0.7,True,3.4848299815055235,0.5,146.0
551,0.0,80.79999999999997,1.0,True,3.49115453682586,0.5,146.5
552,0.8,81.59999999999997,0.8,True,3.4974790921461967,0.5,147.0
553,0.8,82.39999999999996,0.8,True,3.5038036474665333,0.5,147.5
554,0.0,82.39999999999996,1.0,True,3.51012820278687,0.5,148.0
555,0.0,82.39999999999996,0.7,True,3.5164527581072065,0.0,148.0
556,0.5,82.89999999999996,0.5,True,3.522777313427543,0.0,148.0
557,0.2,83.09999999999997,0.2,True,3.5291018687478797,0.0,148.0
558,0.0,83.09999999999997,0.9,True,3.5354264240682163,0.5,148.5
559,0.8,83.89999999999996,0.8,True,3.541750979388553,0.5,149.0
560,0.0,83.89999999999996,0.9,True,3.5480755347088895,0.5,149.5
561,0.0,83.89999999999996,0.5,True,3.554400090029226,0.0,149.5
562,0.5,84.39999999999996,0.5,True,3.5607246453495627,0.0,149.5
563,0.1,84.49999999999996,0.1,True,3.5670492006698993,0.0,149.5
564,0.6,85.09999999999995,0.6,True,3.573373755990236,0.0,149.5
565,0.0,85.09999999999995,0.8,True,3.5796983113105725,0.5,150.0
566,0.0,85.09999999999995,0.7,True,3.586022866630909,0.0,150.0
567,0.0,85.09999999999995,0.7,True,3.5923474219512457,0.0,150.0
568,0.0,85.09999999999995,1.0,True,3.5986719772715823,0.5,150.5
569,0.0,85.09999999999995,0.6,True,3.604996532591919,0.0,150.5
570,0.0,85.09999999999995,0.7,True,3.6113210879122555,0.5,151.0
571,0.0,85.09999999999995,0.9,True,3.617645643232592,0.5,151.5
572,0.7,85.79999999999995,0.7,True,3.6239701985529287,0.0,151.5
573,0.8,86.59999999999995,0.8,True,3.6302947538732653,0.5,152.0
574,0.0,86.59999999999995,1.0,True,3.636619309193602,0.5,152.5
575,0.0,86.59999999999995,1.0,True,3.6429438645139385,0.5,153.0
576,0.0,86.59999999999995,0.5,True,3.649268419834275,0.0,153.0
577,0.0,86.59999999999995,1.0,True,3.6555929751546117,0.5,153.5
578,0.0,86.59999999999995,0.7,True,3.6619175304749483,0.0,153.5
579,0.0,86.59999999999995,0.6,True,3.668242085795285,0.0,153.5
580,0.0,86.59999999999995,0.7,True,3.6745666411156215,0.0,153.5
581,0.0,86.59999999999995,1.0,True,3.680891196435958,0.5,154.0
582,0.0,86.59999999999995,0.7,True,3.6872157517562947,0.0,154.0
583,0.0,86.59999999999995,0.6,True,3.6935403070766313,0.0,154.0
584,0.8,87.39999999999995,0.8,True,3.699864862396968,0.5,154.5
585,0.0,87.39999999999995,0.6,True,3.7061894177173045,0.0,154.5
586,0.5,87.89999999999995,0.5,True,3.712513973037641,0.0,154.5
587,0.0,87.89999999999995,0.5,True,3.7188385283579777,0.0,154.5
588,0.0,87.89999999999995,0.5,True,3.7251630836783143,0.0,154.5
589,0.5,88.39999999999995,0.5,True,3.731487638998651,0.0,154.5
590,0.5,88.89999999999995,0.5,True,3.7378121943189875,0.0,154.5
591,0.8,89.69999999999995,0.8,True,3.744136749639324,0.5,155.0
592,0.0,89.69999999999995,0.5,True,3.7504613049596607,0.0,155.0
593,0.0,89.69999999999995,0.6,True,3.7567858602799973,0.0,155.0
594,0.0,89.69999999999995,1.0,True,3.763110415600334,0.5,155.5
595,0.0,89.69999999999995,0.7,True,3.7694349709206705,0.0,155.5
596,0.0,89.69999999999995,0.8,True,3.775759526241007,0.5,156.0
597,0.0,89.69999999999995,0.5,True,3.7820840815613437,0.0,156.0
598,0.0,89.69999999999995,0.5,True,3.7884086368816803,0.0,156.0
599,0.3,89.99999999999994,0.3,True,3.794733192202017,0.0,156.0
600,0.0,89.99999999999994,0.5,True,3.8010577475223535,0.0,156.0
601,0.0,89.99999999999994,0.6,True,3.80738230284269,0.0,156.0
602,0.0,89.99999999999994,0.5,True,3.8137068581630267,0.0,156.0
603,0.0,89.99999999999994,0.5,True,3.8200314134833633,0.0,156.0
604,0.0,89.99999999999994,0.5,True,3.8263559688037,0.0,156.0
605,0.0,89.99999999999994,0.7,True,3.8326805241240365,0.0,156.0
606,0.0,89.99999999999994,0.5,True,3.839005079444373,0.0,156.0
607,0.6,90.59999999999994,0.6,True,3.8453296347647097,0.0,156.0
608,0.0,90.59999999999994,0.7,True,3.8516541900850463,0.5,156.5
609,0.0,90.59999999999994,0.8,True,3.857978745405383,0.5,157.0
610,0.3,90.89999999999993,0.3,True,3.8643033007257195,0.0,157.0
611,0.0,90.89999999999993,0.9,True,3.870627856046056,0.5,157.5
612,0.0,90.89999999999993,0.8,True,3.8769524113663927,0.5,158.0
613,0.0,90.89999999999993,0.5,True,3.8832769666867293,0.0,158.0
614,0.0,90.89999999999993,1.0,True,3.889601522007066,0.5,158.5
615,0.0,90.89999999999993,1.0,True,3.8959260773274025,0.5,159.0
616,0.4,91.29999999999994,0.4,True,3.902250632647739,0.0,159.0
617,0.6,91.89999999999993,0.6,True,3.9085751879680757,0.0,159.0
618,0.0,91.89999999999993,0.9,True,3.9148997432884123,0.5,159.5
619,0.0,91.89999999999993,0.9,True,3.921224298608749,0.5,160.0
620,0.0,91.89999999999993,0.5,True,3.9275488539290855,0.0,160.0
621,0.0,91.89999999999993,0.5,True,3.933873409249422,0.0,160.0
622,0.0,91.89999999999993,0.6,True,3.9401979645697587,0.0,160.0
623,0.7,92.59999999999994,0.7,True,3.9465225198900953,0.0,160.0
624,0.0,92.59999999999994,0.8,True,3.952847075210432,0.5,160.5
625,0.6,93.19999999999993,0.6,True,3.9591716305307685,0.0,160.5
626,0.0,93.19999999999993,0.7,True,3.965496185851105,0.0,160.5
627,0.0,93.19999999999993,0.9,True,3.9718207411714417,0.5,161.0
628,0.0,93.19999999999993,0.3,True,3.9781452964917783,0.0,161.0
629,0.0,93.19999999999993,0.5,True,3.984469851812115,0.0,161.0
630,0.0,93.19999999999993,0.9,True,3.9907944071324515,0.5,161.5
631,0.0,93.19999999999993,1.0,True,3.997118962452788,0.5,162.0
632,0.0,93.19999999999993,0.7,True,4.003443517773125,0.5,162.5
633,0.7,93.89999999999993,0.7,True,4.009768073093461,0.5,163.0
634,0.4,94.29999999999994,0.4,True,4.016092628413798,0.0,163.0
635,0.0,94.29999999999994,0.7,True,4.0224171837341345,0.0,163.0
636,0.0,94.29999999999994,0.7,True,4.028741739054471,0.5,163.5
637,0.0,94.29999999999994,0.5,True,4.035066294374808,0.0,163.5
638,0.5,94.79999999999994,0.5,True,4.041390849695144,0.0,163.5
639,0.6,95.39999999999993,0.6,True,4.047715405015481,0.0,163.5
640,0.2,95.59999999999994,0.2,True,4.0540399603358175,0.0,163.5
641,0.6,96.19999999999993,0.6,True,4.060364515656154,0.0,163.5
642,0.5,96.69999999999993,0.5,True,4.066689070976491,0.0,163.5
643,0.6,97.29999999999993,0.6,True,4.073013626296827,0.0,163.5
644,0.0,97.29999999999993,0.4,True,4.079338181617164,0.0,163.5
645,0.0,97.29999999999993,1.0,True,4.0856627369375005,0.5,164.0
646,0.0,97.29999999999993,0.8,True,4.091987292257837,0.5,164.5
647,0.8,98.09999999999992,0.8,True,4.098311847578174,0.5,165.0
648,0.0,98.09999999999992,0.9,True,4.10463640289851,0.5,165.5
649,0.7,98.79999999999993,0.7,True,4.110960958218847,0.0,165.5
650,0.0,98.79999999999993,0.4,True,4.1172855135391835,0.0,165.5
651,0.0,98.79999999999993,0.7,True,4.12361006885952,0.5,166.0
652,0.0,98.79999999999993,0.8,True,4.129934624179857,0.5,166.5
653,0.0,98.79999999999993,0.9,True,4.136259179500193,0.5,167.0
654,0.0,98.79999999999993,0.6,True,4.14258373482053,0.0,167.0
655,0.4,99.19999999999993,0.4,True,4.1489082901408665,0.0,167.0
656,0.5,99.69999999999993,0.5,True,4.155232845461203,0.0,167.0
657,0.0,99.69999999999993,0.6,True,4.16155740078154,0.0,167.0
658,0.0,99.69999999999993,0.8,True,4.167881956101876,0.5,167.5
659,0.0,99.69999999999993,0.7,True,4.174206511422213,0.5,168.0
660,0.6,100.29999999999993,0.6,True,4.1805310667425495,0.0,168.0
661,0.0,100.29999999999993,1.0,True,4.186855622062886,0.5,168.5
662,0.8,101.09999999999992,0.8,True,4.193180177383223,0.5,169.0
663,0.0,101.09999999999992,0.5,True,4.199504732703559,0.0,169.0
664,0.4,101.49999999999993,0.4,True,4.205829288023896,0.0,169.0
665,0.4,101.89999999999993,0.4,True,4.2121538433442325,0.0,169.0
666,0.0,101.89999999999993,0.5,True,4.218478398664569,0.0,169.0
667,0.4,102.29999999999994,0.4,True,4.224802953984906,0.0,169.0
668,0.0,102.29999999999994,0.5,True,4.231127509305242,0.0,169.0
669,0.5,102.79999999999994,0.5,True,4.237452064625579,0.0,169.0
670,0.0,102.79999999999994,0.4,True,4.2437766199459155,0.0,169.0
671,0.0,102.79999999999994,1.0,True,4.250101175266252,0.5,169.5
672,0.4,103.19999999999995,0.4,True,4.256425730586589,0.0,169.5
673,0.7,103.89999999999995,0.7,True,4.262750285906925,0.5,170.0
674,0.6,104.49999999999994,0.6,True,4.269074841227262,0.0,170.0
675,0.0,104.49999999999994,1.0,True,4.2753993965475985,0.5,170.5
676,0.0,104.49999999999994,0.4,True,4.281723951867935,0.0,170.5
677,0.0,104.49999999999994,0.6,True,4.288048507188272,0.0,170.5
678,0.0,104.49999999999994,1.0,True,4.294373062508608,0.5,171.0
679,0.0,104.49999999999994,1.0,True,4.300697617828945,0.5,171.5
